Timestamp,EulerH,EulerR,EulerP,QuaternionW,QuaternionX,QuaternionY,QuaternionZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,GravityX,GravityY,GravityZ,TemperatureInCelcius,SystemCalibration,GyroCalibration,AccelerometerCalibration,MagnotometerCalibration,BatteryLevel,Received,Skipped
586275,44,-4.6875,-5.0625,-0.92535400390625,-0.0565185546875,-0.02130126953125,0.374267578125,-0.01,0.08,-0.09,-0.8,0.87,9.73,29,0,0,3,2,0,0,0,2016-08-22 15:02:20.838
586285,44,-4.6875,-5.125,-0.92535400390625,-0.05706787109375,-0.02117919921875,0.37420654296875,-0.01,0.08,-0.09,-0.8,0.89,9.73,29,0,0,3,2,0,1,0,2016-08-22 15:02:20.848
586295,44,-4.6875,-5.1875,-0.92535400390625,-0.0576171875,-0.02099609375,0.3741455078125,-0.08,0.19,0.08,-0.8,0.9,9.73,29,0,0,3,2,0,2,0,2016-08-22 15:02:20.858
586305,44,-4.6875,-5.25,-0.9254150390625,-0.05804443359375,-0.02081298828125,0.37396240234375,-0.05,0.23,-0.16,-0.8,0.9,9.73,29,0,0,3,2,0,3,0,2016-08-22 15:02:20.868
586315,43.9375,-4.6875,-5.3125,-0.9254150390625,-0.05828857421875,-0.020751953125,0.37384033203125,0,0.22,-0.19,-0.8,0.9,9.73,29,0,0,3,2,0,4,0,2016-08-22 15:02:20.878
586325,43.9375,-4.6875,-5.25,-0.9254150390625,-0.0582275390625,-0.02081298828125,0.37384033203125,0,0.11,-0.01,-0.8,0.89,9.73,29,0,0,3,2,0,5,0,2016-08-22 15:02:20.888
586335,44,-4.6875,-5.25,-0.9254150390625,-0.05792236328125,-0.02093505859375,0.37396240234375,0,0.11,-0.01,-0.8,0.89,9.73,29,0,0,3,2,0,6,0,2016-08-22 15:02:20.898
586345,44,-4.6875,-5.1875,-0.92529296875,-0.05755615234375,-0.02099609375,0.37420654296875,0.01,0.02,-0.02,-0.8,0.89,9.73,29,0,0,3,2,0,7,0,2016-08-22 15:02:20.908
586355,44.0625,-4.6875,-5.125,-0.92523193359375,-0.05706787109375,-0.0211181640625,0.37451171875,0,-0.16,-0.06,-0.8,0.87,9.73,29,0,0,3,2,0,8,0,2016-08-22 15:02:20.918
586365,44.0625,-4.625,-5.125,-0.92510986328125,-0.05670166015625,-0.02117919921875,0.37481689453125,-0.04,-0.19,-0.06,-0.8,0.86,9.73,29,0,0,3,2,0,9,0,2016-08-22 15:02:20.928
586375,44.125,-4.625,-5.0625,-0.925048828125,-0.0565185546875,-0.021240234375,0.37506103515625,-0.03,-0.17,0,-0.8,0.86,9.73,29,0,0,3,2,0,10,0,2016-08-22 15:02:20.938
586385,44.125,-4.625,-5.0625,-0.92498779296875,-0.0565185546875,-0.021240234375,0.37518310546875,-0.03,-0.17,0,-0.8,0.87,9.73,29,0,0,3,2,0,11,0,2016-08-22 15:02:20.948
586395,44.125,-4.625,-5.125,-0.92498779296875,-0.0567626953125,-0.0211181640625,0.37518310546875,0,-0.13,0.02,-0.8,0.88,9.73,29,0,0,3,2,0,12,0,2016-08-22 15:02:20.958
586405,44.125,-4.625,-5.125,-0.92498779296875,-0.05718994140625,-0.02093505859375,0.3751220703125,-0.03,0.07,-0.09,-0.8,0.89,9.73,29,0,0,3,2,0,13,0,2016-08-22 15:02:20.968
586415,44.125,-4.625,-5.25,-0.92498779296875,-0.0577392578125,-0.02069091796875,0.37506103515625,-0.03,0.17,-0.01,-0.8,0.9,9.73,29,0,0,3,2,0,14,0,2016-08-22 15:02:20.978
586425,44.125,-4.625,-5.3125,-0.92498779296875,-0.05828857421875,-0.0205078125,0.375,0.01,0.18,0,-0.8,0.91,9.73,29,0,0,3,2,0,15,0,2016-08-22 15:02:20.988
586435,44.125,-4.625,-5.3125,-0.92498779296875,-0.0587158203125,-0.02032470703125,0.37493896484375,0.01,0.18,0,-0.8,0.91,9.73,29,0,0,3,2,0,16,0,2016-08-22 15:02:20.998
586445,44.125,-4.625,-5.375,-0.92498779296875,-0.05889892578125,-0.02020263671875,0.37493896484375,0.03,0.25,-0.05,-0.8,0.91,9.73,29,0,0,3,2,0,17,0,2016-08-22 15:02:21.008
586455,44.125,-4.625,-5.375,-0.92498779296875,-0.05889892578125,-0.02020263671875,0.37493896484375,0.03,0.2,-0.11,-0.8,0.91,9.73,29,0,0,3,2,0,18,0,2016-08-22 15:02:21.018
586465,44.125,-4.625,-5.375,-0.9249267578125,-0.05877685546875,-0.020263671875,0.375,0.04,0.17,-0.1,-0.8,0.91,9.73,29,0,0,3,2,0,19,0,2016-08-22 15:02:21.028
586475,44.125,-4.625,-5.3125,-0.92486572265625,-0.0584716796875,-0.02044677734375,0.3751220703125,0.02,0.05,0,-0.8,0.9,9.73,29,0,0,3,2,0,20,0,2016-08-22 15:02:21.038
586485,44.125,-4.625,-5.25,-0.92486572265625,-0.05810546875,-0.02056884765625,0.37530517578125,0.02,0.05,0,-0.8,0.9,9.73,29,0,0,3,2,0,21,0,2016-08-22 15:02:21.048
586495,44.1875,-4.625,-5.1875,-0.9248046875,-0.05767822265625,-0.020751953125,0.37554931640625,0,-0.02,0.03,-0.8,0.89,9.73,29,0,0,3,2,0,22,0,2016-08-22 15:02:21.058
586505,44.1875,-4.625,-5.1875,-0.92474365234375,-0.05731201171875,-0.02081298828125,0.37567138671875,0,-0.19,-0.08,-0.79,0.88,9.73,29,0,0,3,2,0,23,0,2016-08-22 15:02:21.068
586515,44.1875,-4.625,-5.125,-0.9246826171875,-0.05706787109375,-0.0208740234375,0.3758544921875,0.02,-0.18,-0.05,-0.79,0.87,9.73,29,0,0,3,2,0,24,0,2016-08-22 15:02:21.078
586525,44.25,-4.625,-5.125,-0.9246826171875,-0.05694580078125,-0.02093505859375,0.37591552734375,0,-0.1,0,-0.79,0.87,9.73,29,0,0,3,2,0,25,0,2016-08-22 15:02:21.088
586535,44.25,-4.625,-5.125,-0.9246826171875,-0.05694580078125,-0.02093505859375,0.37591552734375,0,-0.1,0,-0.79,0.87,9.73,29,0,0,3,2,0,26,0,2016-08-22 15:02:21.098
586545,44.1875,-4.625,-5.125,-0.9246826171875,-0.05712890625,-0.0208740234375,0.3758544921875,-0.01,-0.04,0.01,-0.79,0.88,9.73,29,0,0,3,2,0,27,0,2016-08-22 15:02:21.108
586555,44.1875,-4.625,-5.1875,-0.9246826171875,-0.057373046875,-0.020751953125,0.375732421875,-0.05,0.11,-0.13,-0.79,0.89,9.73,29,0,0,3,2,0,28,0,2016-08-22 15:02:21.118
586565,44.1875,-4.625,-5.1875,-0.92474365234375,-0.05767822265625,-0.0206298828125,0.3756103515625,-0.07,0.15,-0.03,-0.79,0.9,9.73,29,0,0,3,2,0,29,0,2016-08-22 15:02:21.128
586575,44.1875,-4.625,-5.25,-0.9248046875,-0.0579833984375,-0.02056884765625,0.37548828125,-0.07,0.19,-0.05,-0.79,0.9,9.73,29,0,0,3,2,0,30,0,2016-08-22 15:02:21.138
586585,44.125,-4.625,-5.3125,-0.9248046875,-0.0582275390625,-0.02044677734375,0.3753662109375,-0.07,0.19,-0.05,-0.79,0.9,9.73,29,0,0,3,2,0,31,0,2016-08-22 15:02:21.148
586595,44.125,-4.625,-5.3125,-0.92486572265625,-0.0584716796875,-0.0203857421875,0.375244140625,-0.03,0.12,0,-0.79,0.91,9.73,29,0,0,3,2,0,32,0,2016-08-22 15:02:21.158
586605,44.125,-4.625,-5.3125,-0.92486572265625,-0.0584716796875,-0.0203857421875,0.375244140625,0.04,0.08,-0.13,-0.8,0.9,9.73,29,0,0,3,2,0,33,0,2016-08-22 15:02:21.168
586615,44.125,-4.625,-5.3125,-0.9248046875,-0.05841064453125,-0.02044677734375,0.37530517578125,0.06,0.08,-0.08,-0.8,0.9,9.73,29,0,0,3,2,0,34,0,2016-08-22 15:02:21.178
586625,44.1875,-4.625,-5.3125,-0.9248046875,-0.0582275390625,-0.0205078125,0.37542724609375,0.05,0.02,-0.01,-0.8,0.9,9.73,29,0,0,3,2,0,35,0,2016-08-22 15:02:21.188
586635,44.1875,-4.625,-5.25,-0.92474365234375,-0.05810546875,-0.0205078125,0.37548828125,0.05,0.02,-0.01,-0.8,0.9,9.73,29,0,0,3,2,0,36,0,2016-08-22 15:02:21.198
586645,44.1875,-4.625,-5.25,-0.9248046875,-0.05804443359375,-0.02056884765625,0.37548828125,-0.02,0.01,0.03,-0.8,0.9,9.73,29,0,0,3,2,0,37,0,2016-08-22 15:02:21.208
586655,44.1875,-4.625,-5.25,-0.9248046875,-0.05804443359375,-0.02056884765625,0.37542724609375,-0.04,0,-0.05,-0.8,0.9,9.73,29,0,0,3,2,0,38,0,2016-08-22 15:02:21.218
586665,44.125,-4.625,-5.25,-0.92486572265625,-0.05816650390625,-0.0205078125,0.37530517578125,-0.01,0.03,-0.14,-0.79,0.9,9.73,29,0,0,3,2,0,39,0,2016-08-22 15:02:21.228
586675,44.125,-4.625,-5.3125,-0.92486572265625,-0.05828857421875,-0.02044677734375,0.375244140625,0,0,-0.02,-0.79,0.91,9.73,29,0,0,3,2,0,40,0,2016-08-22 15:02:21.238
586685,44.125,-4.625,-5.3125,-0.9249267578125,-0.05841064453125,-0.0203857421875,0.3751220703125,0,0,-0.02,-0.79,0.91,9.73,29,0,0,3,2,0,41,0,2016-08-22 15:02:21.248
586695,44.125,-4.625,-5.3125,-0.92486572265625,-0.05859375,-0.02032470703125,0.3751220703125,0.02,0.04,0.03,-0.79,0.91,9.73,29,0,0,3,2,0,42,0,2016-08-22 15:02:21.258
586705,44.125,-4.625,-5.375,-0.92486572265625,-0.05877685546875,-0.020263671875,0.3751220703125,0.05,0.05,-0.04,-0.79,0.91,9.73,29,0,0,3,2,0,43,0,2016-08-22 15:02:21.268
586715,44.125,-4.625,-5.375,-0.92486572265625,-0.05889892578125,-0.02020263671875,0.37518310546875,0.05,0.05,-0.04,-0.8,0.92,9.73,29,0,0,3,2,0,44,0,2016-08-22 15:02:21.278
586725,44.125,-4.625,-5.375,-0.9248046875,-0.05902099609375,-0.02020263671875,0.375244140625,0.03,0.13,0.06,-0.8,0.92,9.72,29,0,0,3,2,0,45,0,2016-08-22 15:02:21.288
586735,44.125,-4.6875,-5.375,-0.9248046875,-0.0592041015625,-0.02020263671875,0.375244140625,0.03,0.13,0.06,-0.8,0.92,9.72,29,0,0,3,2,0,46,0,2016-08-22 15:02:21.298
586745,44.125,-4.6875,-5.4375,-0.9248046875,-0.05938720703125,-0.02020263671875,0.37518310546875,0,0.15,-0.03,-0.8,0.92,9.72,29,0,0,3,2,0,47,0,2016-08-22 15:02:21.308
586755,44.125,-4.6875,-5.4375,-0.92486572265625,-0.05963134765625,-0.02020263671875,0.37506103515625,0,0.14,-0.07,-0.8,0.93,9.72,29,0,0,3,2,0,48,0,2016-08-22 15:02:21.318
586765,44.125,-4.6875,-5.5,-0.92486572265625,-0.05987548828125,-0.020263671875,0.37493896484375,-0.01,0.15,-0.08,-0.81,0.93,9.72,29,0,0,3,2,0,49,0,2016-08-22 15:02:21.328
586775,44.125,-4.6875,-5.5,-0.92486572265625,-0.0599365234375,-0.0203857421875,0.37493896484375,-0.02,0.13,-0.01,-0.81,0.93,9.72,29,0,0,3,2,0,50,0,2016-08-22 15:02:21.338
586785,44.125,-4.6875,-5.4375,-0.92486572265625,-0.059814453125,-0.0205078125,0.375,-0.03,0.06,-0.05,-0.81,0.93,9.72,29,0,0,3,2,0,51,0,2016-08-22 15:02:21.348
586795,44.125,-4.75,-5.4375,-0.9248046875,-0.05950927734375,-0.020751953125,0.3751220703125,-0.03,-0.02,-0.14,-0.81,0.92,9.72,29,0,0,3,2,0,52,0,2016-08-22 15:02:21.358
586805,44.125,-4.75,-5.375,-0.92474365234375,-0.0592041015625,-0.02105712890625,0.37530517578125,-0.06,-0.06,-0.1,-0.82,0.91,9.72,29,0,0,3,2,0,53,0,2016-08-22 15:02:21.368
586815,44.1875,-4.75,-5.3125,-0.9246826171875,-0.0589599609375,-0.02130126953125,0.37548828125,-0.06,-0.04,-0.1,-0.82,0.9,9.72,29,0,0,3,2,0,54,0,2016-08-22 15:02:21.378
586825,44.1875,-4.75,-5.3125,-0.92462158203125,-0.058837890625,-0.0213623046875,0.37567138671875,-0.1,-0.11,-0.02,-0.82,0.91,9.72,29,0,0,3,2,0,55,0,2016-08-22 15:02:21.388
586835,44.1875,-4.75,-5.3125,-0.92462158203125,-0.05889892578125,-0.0213623046875,0.375732421875,-0.03,-0.12,-0.08,-0.82,0.91,9.72,29,0,0,3,2,0,56,0,2016-08-22 15:02:21.398
586845,44.1875,-4.8125,-5.3125,-0.924560546875,-0.05908203125,-0.0213623046875,0.37579345703125,-0.01,-0.05,-0.12,-0.82,0.91,9.72,29,0,0,3,2,0,57,0,2016-08-22 15:02:21.408
586855,44.1875,-4.8125,-5.375,-0.924560546875,-0.05950927734375,-0.0213623046875,0.37579345703125,0.02,0.07,0,-0.82,0.93,9.72,29,0,0,3,2,0,58,0,2016-08-22 15:02:21.418
586865,44.1875,-4.8125,-5.4375,-0.924560546875,-0.05999755859375,-0.02117919921875,0.37567138671875,0.06,0.13,-0.08,-0.82,0.94,9.72,29,0,0,3,2,0,59,0,2016-08-22 15:02:21.428
586875,44.1875,-4.8125,-5.5,-0.924560546875,-0.0604248046875,-0.02105712890625,0.37554931640625,0.03,0.14,-0.09,-0.82,0.94,9.72,29,0,0,3,2,0,60,0,2016-08-22 15:02:21.438
586885,44.1875,-4.8125,-5.5,-0.924560546875,-0.060791015625,-0.02105712890625,0.37548828125,0.04,0.15,-0.1,-0.82,0.94,9.72,29,0,0,3,2,0,61,0,2016-08-22 15:02:21.448
586895,44.1875,-4.8125,-5.5625,-0.924560546875,-0.0609130859375,-0.02117919921875,0.37548828125,-0.06,0.17,0.1,-0.83,0.94,9.72,29,0,0,3,2,0,62,0,2016-08-22 15:02:21.458
586905,44.1875,-4.875,-5.5625,-0.92449951171875,-0.0609130859375,-0.02130126953125,0.3756103515625,-0.09,0.16,0.1,-0.83,0.94,9.72,29,0,0,3,2,0,63,0,2016-08-22 15:02:21.468
586915,44.1875,-4.875,-5.5,-0.92449951171875,-0.060791015625,-0.02142333984375,0.375732421875,-0.1,0.07,-0.2,-0.83,0.93,9.72,29,0,0,3,2,0,64,0,2016-08-22 15:02:21.478
586925,44.25,-4.875,-5.5,-0.9244384765625,-0.060546875,-0.02154541015625,0.37591552734375,-0.08,-0.02,-0.21,-0.83,0.93,9.72,29,0,0,3,2,0,65,0,2016-08-22 15:02:21.488
586935,44.25,-4.875,-5.4375,-0.92431640625,-0.06036376953125,-0.02166748046875,0.37615966796875,0,-0.05,-0.05,-0.83,0.93,9.72,29,0,0,3,2,0,66,0,2016-08-22 15:02:21.498
586945,44.3125,-4.875,-5.4375,-0.92425537109375,-0.060302734375,-0.021728515625,0.3763427734375,0,-0.03,0.06,-0.83,0.93,9.72,29,0,0,3,2,0,67,0,2016-08-22 15:02:21.508
586955,44.3125,-4.875,-5.4375,-0.9241943359375,-0.0604248046875,-0.02166748046875,0.37646484375,0.01,-0.08,0.11,-0.83,0.93,9.72,29,0,0,3,2,0,68,0,2016-08-22 15:02:21.518
586965,44.3125,-4.875,-5.5,-0.9241943359375,-0.06060791015625,-0.0216064453125,0.37646484375,0.03,-0.14,-0.09,-0.84,0.94,9.72,29,0,0,3,2,0,69,0,2016-08-22 15:02:21.528
586975,44.3125,-4.875,-5.5,-0.9241943359375,-0.06085205078125,-0.0216064453125,0.37646484375,0.04,-0.03,-0.07,-0.84,0.95,9.72,29,0,0,3,2,0,70,0,2016-08-22 15:02:21.538
586985,44.3125,-4.875,-5.5625,-0.92413330078125,-0.06121826171875,-0.02154541015625,0.37646484375,0.02,0.03,0,-0.84,0.95,9.72,29,0,0,3,2,0,71,0,2016-08-22 15:02:21.548
586995,44.3125,-4.875,-5.625,-0.92413330078125,-0.0616455078125,-0.0213623046875,0.37646484375,0.01,0.05,0.04,-0.84,0.95,9.72,29,0,0,3,2,0,72,0,2016-08-22 15:02:21.558
587005,44.3125,-4.875,-5.625,-0.924072265625,-0.06201171875,-0.021240234375,0.37652587890625,0.04,0.02,0.02,-0.84,0.96,9.72,29,0,0,3,2,0,73,0,2016-08-22 15:02:21.568
587015,44.3125,-4.875,-5.6875,-0.924072265625,-0.062255859375,-0.0211181640625,0.37652587890625,0.07,0.04,-0.05,-0.84,0.97,9.72,29,0,0,3,2,0,74,0,2016-08-22 15:02:21.578
587025,44.3125,-4.9375,-5.6875,-0.92401123046875,-0.0623779296875,-0.02117919921875,0.3765869140625,0.09,0.1,-0.11,-0.84,0.97,9.72,29,0,0,3,2,0,75,0,2016-08-22 15:02:21.588
587035,44.3125,-4.9375,-5.6875,-0.9239501953125,-0.06243896484375,-0.021240234375,0.376708984375,0.1,0.12,-0.11,-0.84,0.97,9.72,29,0,0,3,2,0,76,0,2016-08-22 15:02:21.598
587045,44.375,-4.9375,-5.6875,-0.92388916015625,-0.06243896484375,-0.0213623046875,0.37689208984375,0,0.13,0.09,-0.84,0.97,9.72,29,0,0,3,2,0,77,0,2016-08-22 15:02:21.608
587055,44.375,-4.9375,-5.6875,-0.92388916015625,-0.06243896484375,-0.0213623046875,0.37701416015625,-0.03,0.14,-0.07,-0.85,0.97,9.72,29,0,0,3,2,0,78,0,2016-08-22 15:02:21.618
587065,44.375,-4.9375,-5.6875,-0.923828125,-0.0625,-0.02142333984375,0.3770751953125,-0.07,0.13,-0.18,-0.85,0.97,9.72,29,0,0,3,2,0,79,0,2016-08-22 15:02:21.628
587075,44.375,-4.9375,-5.6875,-0.923828125,-0.06268310546875,-0.02154541015625,0.3770751953125,-0.08,0.13,-0.16,-0.85,0.97,9.72,29,0,0,3,2,0,80,0,2016-08-22 15:02:21.638
587085,44.375,-5,-5.6875,-0.923828125,-0.062744140625,-0.0216064453125,0.3770751953125,-0.03,0.11,-0.03,-0.85,0.97,9.72,29,0,0,3,2,0,81,0,2016-08-22 15:02:21.648
587095,44.375,-5,-5.6875,-0.923828125,-0.06280517578125,-0.02166748046875,0.3770751953125,-0.03,0.07,0.11,-0.85,0.97,9.72,29,0,0,3,2,0,82,0,2016-08-22 15:02:21.658
587105,44.375,-5,-5.6875,-0.923828125,-0.06268310546875,-0.021728515625,0.37701416015625,0.01,-0.05,0.01,-0.85,0.96,9.72,29,0,0,3,2,0,83,0,2016-08-22 15:02:21.668
587115,44.375,-5,-5.6875,-0.92376708984375,-0.06243896484375,-0.0218505859375,0.37713623046875,0.02,-0.16,-0.07,-0.85,0.96,9.72,29,0,0,3,2,0,84,0,2016-08-22 15:02:21.678
587125,44.4375,-5,-5.625,-0.9237060546875,-0.06219482421875,-0.02197265625,0.3773193359375,0.04,-0.25,-0.09,-0.85,0.95,9.72,29,0,0,3,2,0,85,0,2016-08-22 15:02:21.688
587135,44.4375,-5,-5.625,-0.923583984375,-0.06201171875,-0.02203369140625,0.37762451171875,-0.01,-0.24,-0.02,-0.85,0.95,9.72,29,0,0,3,2,0,86,0,2016-08-22 15:02:21.698
587145,44.5,-5,-5.625,-0.92352294921875,-0.06201171875,-0.0220947265625,0.3779296875,-0.03,-0.16,-0.04,-0.85,0.95,9.72,29,0,0,3,2,0,87,0,2016-08-22 15:02:21.708
587155,44.5,-5,-5.625,-0.9234619140625,-0.062255859375,-0.02197265625,0.3780517578125,-0.09,0,-0.08,-0.85,0.96,9.72,29,0,0,3,2,0,88,0,2016-08-22 15:02:21.718
587165,44.5,-5,-5.6875,-0.92340087890625,-0.06280517578125,-0.02178955078125,0.3780517578125,-0.07,0.07,-0.31,-0.85,0.97,9.72,29,0,0,3,2,0,89,0,2016-08-22 15:02:21.728
587175,44.5,-5,-5.75,-0.92340087890625,-0.06341552734375,-0.02166748046875,0.37786865234375,-0.12,0.12,0.16,-0.86,0.98,9.71,29,0,0,3,2,0,90,0,2016-08-22 15:02:21.738
587185,44.4375,-5,-5.875,-0.9234619140625,-0.06402587890625,-0.02142333984375,0.377685546875,-0.04,0.28,0.04,-0.86,1,9.71,29,0,0,3,2,0,91,0,2016-08-22 15:02:21.748
587195,44.4375,-5,-5.875,-0.92352294921875,-0.064453125,-0.0213623046875,0.37750244140625,-0.01,0.2,0.03,-0.86,1,9.71,29,0,0,3,2,0,92,0,2016-08-22 15:02:21.758
587205,44.4375,-5,-5.9375,-0.92352294921875,-0.06463623046875,-0.021240234375,0.37738037109375,0.05,0.28,0.08,-0.86,1.01,9.71,29,0,0,3,2,0,93,0,2016-08-22 15:02:21.768
587215,44.4375,-5,-5.9375,-0.92352294921875,-0.06463623046875,-0.02130126953125,0.37744140625,0.01,0.26,-0.01,-0.86,1.01,9.71,29,0,0,3,2,0,94,0,2016-08-22 15:02:21.778
587225,44.4375,-5,-5.875,-0.9234619140625,-0.06439208984375,-0.02130126953125,0.37762451171875,0.03,0.18,-0.08,-0.86,1,9.71,29,0,0,3,2,0,95,0,2016-08-22 15:02:21.788
587235,44.5,-5,-5.8125,-0.9234619140625,-0.06390380859375,-0.0213623046875,0.3778076171875,0.11,-0.08,-0.19,-0.86,0.99,9.71,29,0,0,3,2,0,96,0,2016-08-22 15:02:21.798
587245,44.5,-5,-5.75,-0.92333984375,-0.06341552734375,-0.0216064453125,0.3780517578125,0.04,-0.06,-0.01,-0.86,0.98,9.71,29,0,0,3,2,0,97,0,2016-08-22 15:02:21.808
587255,44.5625,-5,-5.75,-0.92327880859375,-0.06304931640625,-0.02178955078125,0.37835693359375,-0.06,0,0.23,-0.86,0.98,9.71,29,0,0,3,2,0,98,0,2016-08-22 15:02:21.818
587265,44.5625,-5,-5.6875,-0.9232177734375,-0.06280517578125,-0.02178955078125,0.37847900390625,-0.14,-0.06,0,-0.86,0.97,9.71,29,0,0,3,2,0,99,0,2016-08-22 15:02:21.828
587275,44.5625,-5,-5.6875,-0.9232177734375,-0.06268310546875,-0.0218505859375,0.37847900390625,-0.14,-0.31,-0.28,-0.86,0.97,9.72,29,0,0,3,2,0,100,0,2016-08-22 15:02:21.838
587285,44.5625,-5,-5.6875,-0.9232177734375,-0.062744140625,-0.0218505859375,0.37847900390625,-0.14,-0.17,-0.07,-0.86,0.97,9.72,29,0,0,3,2,0,101,0,2016-08-22 15:02:21.848
587295,44.5625,-5,-5.75,-0.92315673828125,-0.06304931640625,-0.02166748046875,0.3785400390625,-0.12,0,0.19,-0.86,0.98,9.71,29,0,0,3,2,0,102,0,2016-08-22 15:02:21.858
587305,44.5625,-5,-5.8125,-0.92315673828125,-0.06341552734375,-0.02130126953125,0.3785400390625,-0.01,0.05,-0.18,-0.85,0.98,9.71,29,0,0,3,2,0,103,0,2016-08-22 15:02:21.868
587315,44.5625,-4.9375,-5.8125,-0.9232177734375,-0.06378173828125,-0.02105712890625,0.37841796875,0.07,0.08,-0.19,-0.85,0.99,9.71,29,0,0,3,2,0,104,0,2016-08-22 15:02:21.878
587325,44.5625,-4.9375,-5.875,-0.9232177734375,-0.0640869140625,-0.0208740234375,0.3782958984375,0.09,0.18,-0.1,-0.85,1,9.71,29,0,0,3,2,0,105,0,2016-08-22 15:02:21.888
587335,44.5,-4.9375,-5.875,-0.92327880859375,-0.0643310546875,-0.02081298828125,0.378173828125,0.06,0.27,-0.03,-0.85,1.01,9.71,29,0,0,3,2,0,106,0,2016-08-22 15:02:21.898
587345,44.5,-4.9375,-5.9375,-0.92333984375,-0.06439208984375,-0.02069091796875,0.3780517578125,0.08,0.05,-0.01,-0.85,1.01,9.71,29,0,0,3,2,0,107,0,2016-08-22 15:02:21.908
587355,44.5,-4.9375,-5.9375,-0.92333984375,-0.06427001953125,-0.02056884765625,0.37799072265625,0.09,-0.03,0,-0.84,1.01,9.71,29,0,0,3,2,0,108,0,2016-08-22 15:02:21.918
587365,44.5,-4.9375,-5.875,-0.92333984375,-0.06402587890625,-0.02056884765625,0.37811279296875,0.1,0.02,-0.03,-0.84,1,9.71,29,0,0,3,2,0,109,0,2016-08-22 15:02:21.928
587375,44.5625,-4.9375,-5.875,-0.9232177734375,-0.063720703125,-0.02056884765625,0.37835693359375,0.08,0.01,-0.06,-0.84,1,9.71,29,0,0,3,2,0,110,0,2016-08-22 15:02:21.938
587385,44.5625,-4.9375,-5.8125,-0.9232177734375,-0.0634765625,-0.02069091796875,0.37847900390625,0,-0.02,0.03,-0.84,0.99,9.71,29,0,0,3,2,0,111,0,2016-08-22 15:02:21.948
587395,44.5625,-4.9375,-5.8125,-0.9232177734375,-0.0633544921875,-0.020751953125,0.37847900390625,-0.03,-0.03,-0.04,-0.84,0.99,9.71,29,0,0,3,2,0,112,0,2016-08-22 15:02:21.958
587405,44.5625,-4.9375,-5.8125,-0.9232177734375,-0.0633544921875,-0.020751953125,0.37841796875,-0.07,-0.1,-0.08,-0.84,0.99,9.71,29,0,0,3,2,0,113,0,2016-08-22 15:02:21.968
587415,44.5,-4.9375,-5.8125,-0.92327880859375,-0.0634765625,-0.02069091796875,0.37823486328125,-0.06,-0.12,-0.04,-0.84,0.99,9.71,29,0,0,3,2,0,114,0,2016-08-22 15:02:21.978
587425,44.5,-4.9375,-5.8125,-0.92333984375,-0.0635986328125,-0.0206298828125,0.378173828125,-0.03,-0.04,-0.05,-0.84,0.99,9.71,29,0,0,3,2,0,115,0,2016-08-22 15:02:21.988
587435,44.5,-4.875,-5.875,-0.92333984375,-0.06378173828125,-0.02044677734375,0.37811279296875,0.01,0,-0.02,-0.84,1,9.71,29,0,0,3,2,0,116,0,2016-08-22 15:02:21.998
587445,44.5,-4.875,-5.875,-0.92333984375,-0.06396484375,-0.020263671875,0.37811279296875,0.03,0,-0.05,-0.84,1,9.71,29,0,0,3,2,0,117,0,2016-08-22 15:02:22.008
587455,44.5,-4.875,-5.9375,-0.92333984375,-0.064208984375,-0.02008056640625,0.3780517578125,0.04,0.11,0,-0.84,1.01,9.71,29,0,0,3,2,0,118,0,2016-08-22 15:02:22.018
587465,44.5,-4.875,-5.9375,-0.92333984375,-0.064453125,-0.02001953125,0.37799072265625,0.01,0.12,-0.28,-0.84,1.01,9.71,29,0,0,3,2,0,119,0,2016-08-22 15:02:22.028
587475,44.5,-4.875,-6,-0.92340087890625,-0.064697265625,-0.01995849609375,0.3778076171875,-0.02,0.1,-0.13,-0.84,1.02,9.71,29,0,0,3,2,0,120,0,2016-08-22 15:02:22.038
587485,44.4375,-4.875,-6,-0.9234619140625,-0.0648193359375,-0.0198974609375,0.37762451171875,-0.05,0.11,0.04,-0.84,1.02,9.71,29,0,0,3,2,0,121,0,2016-08-22 15:02:22.048
587495,44.4375,-4.875,-6,-0.92352294921875,-0.06488037109375,-0.0198974609375,0.37750244140625,-0.08,0.03,-0.07,-0.84,1.02,9.71,29,0,0,3,2,0,122,0,2016-08-22 15:02:22.058
587505,44.4375,-4.875,-6,-0.92352294921875,-0.06488037109375,-0.01983642578125,0.37744140625,-0.04,0.03,0,-0.83,1.02,9.71,29,0,0,3,2,0,123,0,2016-08-22 15:02:22.068
587515,44.4375,-4.875,-6,-0.92352294921875,-0.06475830078125,-0.01983642578125,0.37744140625,0,0.03,-0.16,-0.83,1.02,9.71,29,0,0,3,2,0,124,0,2016-08-22 15:02:22.078
587525,44.4375,-4.875,-6,-0.923583984375,-0.064697265625,-0.0198974609375,0.37744140625,0.03,0.06,-0.07,-0.83,1.02,9.71,29,0,0,3,2,0,125,0,2016-08-22 15:02:22.088
587535,44.4375,-4.875,-6,-0.923583984375,-0.06463623046875,-0.0198974609375,0.37744140625,0.04,0,-0.02,-0.83,1.02,9.71,29,0,0,3,2,0,126,0,2016-08-22 15:02:22.098
