Timestamp,EulerH,EulerR,EulerP,QuaternionW,QuaternionX,QuaternionY,QuaternionZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,GravityX,GravityY,GravityZ,TemperatureInCelcius,SystemCalibration,GyroCalibration,AccelerometerCalibration,MagnotometerCalibration,BatteryLevel,Received,Skipped
625905,43.8125,-3.3125,-11.0625,-0.9229736328125,-0.10028076171875,0.0087890625,0.3714599609375,0.02,0.04,-0.1,-0.57,1.87,9.6,29,0,0,3,2,0,3963,0,2016-08-22 15:03:00.468
625915,43.8125,-3.3125,-11,-0.9229736328125,-0.10015869140625,0.0087890625,0.37152099609375,0,0.08,-0.03,-0.57,1.87,9.6,29,0,0,3,2,0,3964,0,2016-08-22 15:03:00.478
625925,43.8125,-3.3125,-11,-0.9229736328125,-0.10009765625,0.00872802734375,0.37152099609375,0,0.05,-0.02,-0.57,1.87,9.6,29,0,0,3,2,0,3965,0,2016-08-22 15:03:00.488
625935,43.8125,-3.3125,-11,-0.9229736328125,-0.0999755859375,0.00872802734375,0.37152099609375,0,0.09,-0.04,-0.57,1.87,9.6,29,0,0,3,2,0,3966,0,2016-08-22 15:03:00.498
625945,43.8125,-3.3125,-11,-0.9229736328125,-0.09991455078125,0.0086669921875,0.37152099609375,0,0.05,-0.14,-0.57,1.87,9.6,29,0,0,3,2,0,3967,0,2016-08-22 15:03:00.508
625955,43.8125,-3.3125,-11,-0.92303466796875,-0.09979248046875,0.00860595703125,0.37152099609375,0.01,0,-0.08,-0.57,1.86,9.6,29,0,0,3,2,0,3968,0,2016-08-22 15:03:00.518
625965,43.8125,-3.3125,-10.9375,-0.92303466796875,-0.0997314453125,0.00860595703125,0.37152099609375,0.02,-0.01,-0.05,-0.57,1.86,9.61,29,0,0,3,2,0,3969,0,2016-08-22 15:03:00.528
625975,43.8125,-3.3125,-10.9375,-0.92303466796875,-0.099609375,0.008544921875,0.37158203125,0.03,-0.04,-0.02,-0.57,1.86,9.61,29,0,0,3,2,0,3970,0,2016-08-22 15:03:00.538
625985,43.8125,-3.3125,-10.9375,-0.9229736328125,-0.099609375,0.008544921875,0.37164306640625,0.03,-0.06,0,-0.57,1.86,9.61,29,0,0,3,2,0,3971,0,2016-08-22 15:03:00.548
625995,43.8125,-3.3125,-10.9375,-0.9229736328125,-0.09967041015625,0.008544921875,0.37164306640625,0.03,-0.03,-0.1,-0.57,1.86,9.61,29,0,0,3,2,0,3972,0,2016-08-22 15:03:00.558
626005,43.8125,-3.3125,-11,-0.9229736328125,-0.09979248046875,0.00860595703125,0.37164306640625,0.05,0,-0.05,-0.57,1.86,9.6,29,0,0,3,2,0,3973,0,2016-08-22 15:03:00.568
626015,43.8125,-3.3125,-11,-0.9229736328125,-0.09991455078125,0.0086669921875,0.37164306640625,0.07,0.04,-0.05,-0.57,1.87,9.6,29,0,0,3,2,0,3974,0,2016-08-22 15:03:00.578
626025,43.8125,-3.3125,-11,-0.92291259765625,-0.10009765625,0.00872802734375,0.37164306640625,0.04,0.09,0,-0.57,1.87,9.6,29,0,0,3,2,0,3975,0,2016-08-22 15:03:00.588
626035,43.8125,-3.3125,-11.0625,-0.92291259765625,-0.1002197265625,0.0087890625,0.37164306640625,0.05,0.13,-0.01,-0.57,1.87,9.6,29,0,0,3,2,0,3976,0,2016-08-22 15:03:00.598
626045,43.8125,-3.3125,-11.0625,-0.92291259765625,-0.100341796875,0.00885009765625,0.37164306640625,0.02,0.1,-0.14,-0.57,1.88,9.6,29,0,0,3,2,0,3977,0,2016-08-22 15:03:00.608
626055,43.8125,-3.3125,-11.0625,-0.92291259765625,-0.1004638671875,0.00885009765625,0.37164306640625,0,0.1,-0.1,-0.57,1.88,9.6,29,0,0,3,2,0,3978,0,2016-08-22 15:03:00.618
626065,43.8125,-3.3125,-11.0625,-0.92291259765625,-0.1004638671875,0.00885009765625,0.37164306640625,0,0.1,-0.03,-0.57,1.88,9.6,29,0,0,3,2,0,3979,0,2016-08-22 15:03:00.628
626075,43.8125,-3.3125,-11.0625,-0.92291259765625,-0.10028076171875,0.0087890625,0.37164306640625,0.04,0.07,-0.03,-0.57,1.87,9.6,29,0,0,3,2,0,3980,0,2016-08-22 15:03:00.638
626085,43.875,-3.3125,-11,-0.92291259765625,-0.10009765625,0.00872802734375,0.37176513671875,0.04,0.05,-0.02,-0.57,1.87,9.6,29,0,0,3,2,0,3981,0,2016-08-22 15:03:00.648
626095,43.875,-3.3125,-11,-0.92291259765625,-0.09979248046875,0.00860595703125,0.371826171875,0.06,0,-0.1,-0.57,1.86,9.6,29,0,0,3,2,0,3982,0,2016-08-22 15:03:00.658
626105,43.875,-3.3125,-11,-0.9228515625,-0.099609375,0.00848388671875,0.37188720703125,0.05,-0.09,-0.05,-0.57,1.86,9.61,29,0,0,3,2,0,3983,0,2016-08-22 15:03:00.668
626115,43.875,-3.3125,-10.9375,-0.9228515625,-0.09942626953125,0.0084228515625,0.37200927734375,0.04,-0.07,0,-0.57,1.86,9.61,29,0,0,3,2,0,3984,0,2016-08-22 15:03:00.678
626125,43.875,-3.3125,-10.9375,-0.9228515625,-0.09930419921875,0.00836181640625,0.37213134765625,0.03,-0.11,0,-0.57,1.85,9.61,29,0,0,3,2,0,3985,0,2016-08-22 15:03:00.688
626135,43.875,-3.3125,-10.9375,-0.92279052734375,-0.09930419921875,0.00836181640625,0.3721923828125,0.02,-0.08,-0.03,-0.57,1.85,9.61,29,0,0,3,2,0,3986,0,2016-08-22 15:03:00.698
626145,43.875,-3.3125,-10.9375,-0.92279052734375,-0.09942626953125,0.0084228515625,0.3721923828125,0.04,-0.02,-0.08,-0.57,1.86,9.61,29,0,0,3,2,0,3987,0,2016-08-22 15:03:00.708
626155,43.875,-3.3125,-10.9375,-0.92279052734375,-0.099609375,0.00848388671875,0.3721923828125,0.03,0,-0.08,-0.57,1.86,9.61,29,0,0,3,2,0,3988,0,2016-08-22 15:03:00.718
626165,43.875,-3.3125,-10.9375,-0.92279052734375,-0.09979248046875,0.008544921875,0.3720703125,0.05,0.04,-0.05,-0.57,1.86,9.6,29,0,0,3,2,0,3989,0,2016-08-22 15:03:00.728
626175,43.875,-3.3125,-11,-0.92279052734375,-0.09979248046875,0.008544921875,0.3720703125,0.04,0.15,0,-0.57,1.87,9.6,29,0,0,3,2,0,3990,0,2016-08-22 15:03:00.738
626185,43.875,-3.3125,-11,-0.9227294921875,-0.10015869140625,0.00872802734375,0.3720703125,0.02,0.16,-0.05,-0.57,1.87,9.6,29,0,0,3,2,0,3991,0,2016-08-22 15:03:00.748
626195,43.875,-3.3125,-11,-0.9227294921875,-0.1002197265625,0.0086669921875,0.37200927734375,0.01,0.15,-0.16,-0.57,1.87,9.6,29,0,0,3,2,0,3992,0,2016-08-22 15:03:00.758
626205,43.875,-3.3125,-11,-0.9227294921875,-0.10028076171875,0.00860595703125,0.37200927734375,0.02,0.14,-0.1,-0.57,1.87,9.6,29,0,0,3,2,0,3993,0,2016-08-22 15:03:00.768
626215,43.875,-3.3125,-11,-0.9227294921875,-0.10009765625,0.008544921875,0.3720703125,0.04,0.04,-0.04,-0.57,1.87,9.6,29,0,0,3,2,0,3994,0,2016-08-22 15:03:00.778
626225,43.875,-3.3125,-11,-0.9227294921875,-0.10009765625,0.008544921875,0.3720703125,0.03,0,-0.04,-0.57,1.86,9.6,29,0,0,3,2,0,3995,0,2016-08-22 15:03:00.788
626235,43.875,-3.3125,-11,-0.9227294921875,-0.099853515625,0.0084228515625,0.3721923828125,0.03,-0.05,-0.02,-0.57,1.86,9.61,29,0,0,3,2,0,3996,0,2016-08-22 15:03:00.798
626245,43.9375,-3.3125,-10.9375,-0.92266845703125,-0.099365234375,0.00823974609375,0.3724365234375,0.03,-0.07,-0.08,-0.57,1.85,9.61,29,0,0,3,2,0,3997,0,2016-08-22 15:03:00.808
626255,43.9375,-3.3125,-10.9375,-0.92266845703125,-0.0992431640625,0.0081787109375,0.37249755859375,0.04,-0.11,-0.03,-0.57,1.85,9.61,29,0,0,3,2,0,3998,0,2016-08-22 15:03:00.818
626265,43.9375,-3.3125,-10.875,-0.92266845703125,-0.0992431640625,0.0081787109375,0.37249755859375,0.03,-0.09,-0.01,-0.57,1.85,9.61,29,0,0,3,2,0,3999,0,2016-08-22 15:03:00.828
626275,43.9375,-3.3125,-10.875,-0.92266845703125,-0.099365234375,0.0081787109375,0.37249755859375,0.03,-0.07,-0.01,-0.57,1.85,9.61,29,0,0,3,2,0,4000,0,2016-08-22 15:03:00.838
626285,43.9375,-3.3125,-10.9375,-0.92266845703125,-0.0994873046875,0.00830078125,0.3724365234375,0.06,0,-0.06,-0.57,1.86,9.61,29,0,0,3,2,0,4001,0,2016-08-22 15:03:00.848
626295,43.9375,-3.3125,-10.9375,-0.92266845703125,-0.0997314453125,0.00836181640625,0.37237548828125,0.03,0.06,-0.14,-0.57,1.86,9.61,29,0,0,3,2,0,4002,0,2016-08-22 15:03:00.858
626305,43.9375,-3.3125,-10.9375,-0.92266845703125,-0.099853515625,0.0084228515625,0.372314453125,0.02,0.11,-0.08,-0.57,1.86,9.6,29,0,0,3,2,0,4003,0,2016-08-22 15:03:00.868
626315,43.9375,-3.3125,-11,-0.92266845703125,-0.099853515625,0.00836181640625,0.372314453125,0,0.14,-0.07,-0.57,1.86,9.6,29,0,0,3,2,0,4004,0,2016-08-22 15:03:00.878
626325,43.9375,-3.375,-11,-0.92266845703125,-0.09979248046875,0.00830078125,0.372314453125,-0.01,0.15,0,-0.57,1.86,9.6,29,0,0,3,2,0,4005,0,2016-08-22 15:03:00.888
626335,43.9375,-3.375,-10.9375,-0.9227294921875,-0.09967041015625,0.0081787109375,0.372314453125,0,0.1,-0.03,-0.57,1.86,9.61,29,0,0,3,2,0,4006,0,2016-08-22 15:03:00.898
626345,43.9375,-3.375,-10.9375,-0.9227294921875,-0.09942626953125,0.008056640625,0.37237548828125,0.01,0.07,-0.13,-0.58,1.85,9.61,29,0,0,3,2,0,4007,0,2016-08-22 15:03:00.908
626355,43.9375,-3.375,-10.9375,-0.92266845703125,-0.09912109375,0.0079345703125,0.37249755859375,0.03,0,-0.12,-0.58,1.85,9.61,29,0,0,3,2,0,4008,0,2016-08-22 15:03:00.918
626365,43.9375,-3.375,-10.875,-0.92266845703125,-0.09893798828125,0.0078125,0.37255859375,0.05,-0.06,-0.01,-0.58,1.84,9.61,29,0,0,3,2,0,4009,0,2016-08-22 15:03:00.928
626375,43.9375,-3.375,-10.875,-0.92266845703125,-0.09893798828125,0.0078125,0.37255859375,0.05,-0.06,-0.01,-0.58,1.84,9.61,29,0,0,3,2,0,4010,0,2016-08-22 15:03:00.938
626385,43.9375,-3.375,-10.8125,-0.92266845703125,-0.0987548828125,0.00775146484375,0.3726806640625,0.04,-0.06,-0.01,-0.58,1.84,9.61,29,0,0,3,2,0,4011,0,2016-08-22 15:03:00.948
626395,43.9375,-3.375,-10.8125,-0.92266845703125,-0.0986328125,0.0076904296875,0.3726806640625,0.04,-0.06,-0.09,-0.58,1.84,9.61,29,0,0,3,2,0,4012,0,2016-08-22 15:03:00.958
626405,43.9375,-3.375,-10.8125,-0.92266845703125,-0.0987548828125,0.00775146484375,0.3726806640625,0.04,-0.03,-0.03,-0.58,1.84,9.61,29,0,0,3,2,0,4013,0,2016-08-22 15:03:00.968
626415,43.9375,-3.375,-10.8125,-0.92266845703125,-0.09893798828125,0.0078125,0.37261962890625,0.04,0,0.04,-0.58,1.84,9.61,29,0,0,3,2,0,4014,0,2016-08-22 15:03:00.978
626425,43.9375,-3.375,-10.875,-0.92266845703125,-0.09893798828125,0.0078125,0.37261962890625,0.04,0,0.04,-0.58,1.85,9.61,29,0,0,3,2,0,4015,0,2016-08-22 15:03:00.988
626435,43.9375,-3.375,-10.875,-0.92266845703125,-0.09906005859375,0.00787353515625,0.37255859375,0.06,0.07,0,-0.58,1.85,9.61,29,0,0,3,2,0,4016,0,2016-08-22 15:03:00.998
626445,43.9375,-3.375,-10.875,-0.9227294921875,-0.09918212890625,0.00787353515625,0.37237548828125,0.05,0.14,-0.13,-0.58,1.85,9.61,29,0,0,3,2,0,4017,0,2016-08-22 15:03:01.008
626455,43.9375,-3.375,-10.875,-0.92279052734375,-0.09906005859375,0.00787353515625,0.372314453125,0.03,0.12,-0.07,-0.58,1.85,9.61,29,0,0,3,2,0,4018,0,2016-08-22 15:03:01.018
626465,43.9375,-3.375,-10.875,-0.92279052734375,-0.098876953125,0.0078125,0.372314453125,0.02,0.08,-0.06,-0.58,1.84,9.61,29,0,0,3,2,0,4019,0,2016-08-22 15:03:01.028
626475,43.9375,-3.375,-10.8125,-0.92279052734375,-0.098876953125,0.0078125,0.372314453125,-0.02,0,-0.05,-0.58,1.84,9.61,29,0,0,3,2,0,4020,0,2016-08-22 15:03:01.038
626485,43.9375,-3.375,-10.8125,-0.92279052734375,-0.09869384765625,0.0076904296875,0.37237548828125,0,-0.01,-0.04,-0.58,1.83,9.61,29,0,0,3,2,0,4021,0,2016-08-22 15:03:01.048
626495,43.9375,-3.375,-10.8125,-0.92279052734375,-0.09844970703125,0.00762939453125,0.3724365234375,0,-0.03,-0.11,-0.58,1.83,9.61,29,0,0,3,2,0,4022,0,2016-08-22 15:03:01.058
626505,43.9375,-3.375,-10.75,-0.92279052734375,-0.09832763671875,0.007568359375,0.37249755859375,0.04,-0.04,-0.06,-0.58,1.83,9.61,29,0,0,3,2,0,4023,0,2016-08-22 15:03:01.068
626515,43.9375,-3.375,-10.75,-0.92279052734375,-0.0982666015625,0.00750732421875,0.37249755859375,0.04,-0.02,0.01,-0.58,1.83,9.61,29,0,0,3,2,0,4024,0,2016-08-22 15:03:01.078
626525,43.9375,-3.375,-10.75,-0.92279052734375,-0.0982666015625,0.00750732421875,0.37249755859375,0.07,0,0.06,-0.58,1.83,9.61,29,0,0,3,2,0,4025,0,2016-08-22 15:03:01.088
626535,43.9375,-3.375,-10.75,-0.92279052734375,-0.098388671875,0.00750732421875,0.3724365234375,0.08,0.02,0.02,-0.58,1.83,9.61,29,0,0,3,2,0,4026,0,2016-08-22 15:03:01.098
626545,43.9375,-3.375,-10.8125,-0.92279052734375,-0.09844970703125,0.00750732421875,0.37237548828125,0.06,0.09,-0.13,-0.58,1.83,9.61,29,0,0,3,2,0,4027,0,2016-08-22 15:03:01.108
626555,43.9375,-3.375,-10.8125,-0.92279052734375,-0.0985107421875,0.0074462890625,0.37237548828125,0.04,0.08,-0.06,-0.58,1.83,9.61,29,0,0,3,2,0,4028,0,2016-08-22 15:03:01.118
626565,43.9375,-3.375,-10.8125,-0.92279052734375,-0.09857177734375,0.00738525390625,0.37237548828125,0.03,0.09,-0.04,-0.58,1.83,9.61,29,0,0,3,2,0,4029,0,2016-08-22 15:03:01.128
626575,43.9375,-3.375,-10.8125,-0.92279052734375,-0.0985107421875,0.00726318359375,0.37237548828125,0,0.06,-0.04,-0.58,1.83,9.61,29,0,0,3,2,0,4030,0,2016-08-22 15:03:01.138
626585,43.9375,-3.4375,-10.75,-0.9228515625,-0.09844970703125,0.0072021484375,0.372314453125,0,0.02,-0.06,-0.59,1.83,9.61,29,0,0,3,2,0,4031,0,2016-08-22 15:03:01.148
626595,43.9375,-3.4375,-10.75,-0.92279052734375,-0.098388671875,0.007080078125,0.37237548828125,0.01,-0.01,-0.18,-0.59,1.82,9.61,29,0,0,3,2,0,4032,0,2016-08-22 15:03:01.158
626605,43.9375,-3.4375,-10.75,-0.92279052734375,-0.09820556640625,0.0069580078125,0.3724365234375,0.02,-0.02,-0.1,-0.59,1.82,9.61,29,0,0,3,2,0,4033,0,2016-08-22 15:03:01.168
626615,43.9375,-3.4375,-10.6875,-0.9228515625,-0.09814453125,0.00677490234375,0.3724365234375,0.03,-0.04,-0.02,-0.59,1.82,9.61,29,0,0,3,2,0,4034,0,2016-08-22 15:03:01.178
626625,43.9375,-3.4375,-10.6875,-0.9228515625,-0.0980224609375,0.00665283203125,0.3724365234375,0,-0.08,0,-0.59,1.82,9.61,29,0,0,3,2,0,4035,0,2016-08-22 15:03:01.188
626635,43.9375,-3.4375,-10.6875,-0.9228515625,-0.0980224609375,0.006591796875,0.3724365234375,0,-0.07,-0.05,-0.59,1.82,9.61,29,0,0,3,2,0,4036,0,2016-08-22 15:03:01.198
626645,43.9375,-3.4375,-10.6875,-0.9228515625,-0.0980224609375,0.00653076171875,0.3724365234375,0,-0.04,-0.11,-0.59,1.82,9.61,29,0,0,3,2,0,4037,0,2016-08-22 15:03:01.208
626655,43.9375,-3.5,-10.6875,-0.9228515625,-0.09808349609375,0.0064697265625,0.3724365234375,0,0,-0.05,-0.6,1.82,9.61,29,0,0,3,2,0,4038,0,2016-08-22 15:03:01.218
626665,43.9375,-3.5,-10.6875,-0.9228515625,-0.09820556640625,0.00640869140625,0.37237548828125,0.03,0.08,-0.05,-0.6,1.82,9.61,29,0,0,3,2,0,4039,0,2016-08-22 15:03:01.228
626675,43.9375,-3.5,-10.75,-0.9228515625,-0.098388671875,0.00634765625,0.372314453125,0.04,0.09,-0.05,-0.6,1.82,9.61,29,0,0,3,2,0,4040,0,2016-08-22 15:03:01.238
626685,43.875,-3.5,-10.75,-0.92291259765625,-0.0985107421875,0.00634765625,0.3721923828125,0.05,0.09,-0.02,-0.6,1.83,9.61,29,0,0,3,2,0,4041,0,2016-08-22 15:03:01.248
626695,43.875,-3.5,-10.75,-0.92291259765625,-0.09857177734375,0.00634765625,0.37213134765625,0,0.11,-0.18,-0.6,1.83,9.61,29,0,0,3,2,0,4042,0,2016-08-22 15:03:01.258
626705,43.875,-3.5,-10.75,-0.92291259765625,-0.09857177734375,0.00634765625,0.37213134765625,0.01,0.1,-0.1,-0.6,1.82,9.61,29,0,0,3,2,0,4043,0,2016-08-22 15:03:01.268
626715,43.875,-3.5,-10.75,-0.92291259765625,-0.0985107421875,0.00628662109375,0.37213134765625,0,0.07,-0.06,-0.6,1.82,9.61,29,0,0,3,2,0,4044,0,2016-08-22 15:03:01.278
626725,43.875,-3.5,-10.75,-0.92291259765625,-0.09844970703125,0.00628662109375,0.37213134765625,0,0.07,-0.06,-0.6,1.82,9.61,29,0,0,3,2,0,4045,0,2016-08-22 15:03:01.288
626735,43.875,-3.5,-10.6875,-0.92291259765625,-0.09832763671875,0.0062255859375,0.3721923828125,0.01,0.04,-0.01,-0.6,1.82,9.61,29,0,0,3,2,0,4046,0,2016-08-22 15:03:01.298
626745,43.875,-3.5,-10.6875,-0.92291259765625,-0.0982666015625,0.00616455078125,0.37225341796875,0.04,-0.08,-0.15,-0.6,1.82,9.61,29,0,0,3,2,0,4047,0,2016-08-22 15:03:01.308
626755,43.9375,-3.5,-10.6875,-0.9228515625,-0.09820556640625,0.00616455078125,0.372314453125,0.06,-0.04,-0.09,-0.6,1.82,9.61,29,0,0,3,2,0,4048,0,2016-08-22 15:03:01.318
626765,43.9375,-3.5,-10.6875,-0.9228515625,-0.09820556640625,0.006103515625,0.3724365234375,0.07,-0.05,-0.05,-0.6,1.82,9.61,29,0,0,3,2,0,4049,0,2016-08-22 15:03:01.328
626775,43.9375,-3.5,-10.6875,-0.92279052734375,-0.0982666015625,0.0062255859375,0.37249755859375,0.07,-0.05,-0.05,-0.6,1.82,9.61,29,0,0,3,2,0,4050,0,2016-08-22 15:03:01.338
626785,43.9375,-3.5,-10.75,-0.9227294921875,-0.098388671875,0.00634765625,0.37255859375,0.04,0.01,0.01,-0.6,1.82,9.61,29,0,0,3,2,0,4051,0,2016-08-22 15:03:01.348
626795,43.9375,-3.5,-10.75,-0.9227294921875,-0.09857177734375,0.00653076171875,0.37255859375,0,0.07,-0.13,-0.6,1.83,9.61,29,0,0,3,2,0,4052,0,2016-08-22 15:03:01.358
626805,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09881591796875,0.00665283203125,0.37255859375,0.01,0.11,-0.11,-0.6,1.84,9.61,29,0,0,3,2,0,4053,0,2016-08-22 15:03:01.368
626815,43.9375,-3.5,-10.8125,-0.92266845703125,-0.0989990234375,0.00677490234375,0.37261962890625,0.02,0.11,0,-0.6,1.84,9.61,29,0,0,3,2,0,4054,0,2016-08-22 15:03:01.378
626825,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09912109375,0.0068359375,0.37261962890625,0.02,0.11,0,-0.6,1.84,9.61,29,0,0,3,2,0,4055,0,2016-08-22 15:03:01.388
626835,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09912109375,0.0068359375,0.37261962890625,0.01,0.04,0,-0.6,1.84,9.61,29,0,0,3,2,0,4056,0,2016-08-22 15:03:01.398
626845,43.9375,-3.5,-10.8125,-0.92266845703125,-0.0989990234375,0.00677490234375,0.3726806640625,0.02,-0.01,-0.11,-0.6,1.83,9.61,29,0,0,3,2,0,4057,0,2016-08-22 15:03:01.408
626855,44,-3.5,-10.8125,-0.922607421875,-0.09881591796875,0.0067138671875,0.37274169921875,0.03,-0.04,-0.07,-0.6,1.83,9.61,29,0,0,3,2,0,4058,0,2016-08-22 15:03:01.418
626865,44,-3.5,-10.75,-0.922607421875,-0.09857177734375,0.006591796875,0.3729248046875,0.01,-0.07,-0.03,-0.6,1.82,9.61,29,0,0,3,2,0,4059,0,2016-08-22 15:03:01.428
626875,44,-3.5,-10.75,-0.92254638671875,-0.09844970703125,0.00653076171875,0.37298583984375,0.04,-0.11,0,-0.6,1.82,9.61,29,0,0,3,2,0,4060,0,2016-08-22 15:03:01.438
626885,44,-3.5,-10.75,-0.92254638671875,-0.098388671875,0.00653076171875,0.373046875,0.07,-0.04,0,-0.6,1.82,9.61,29,0,0,3,2,0,4061,0,2016-08-22 15:03:01.448
626895,44,-3.5,-10.75,-0.92254638671875,-0.098388671875,0.006591796875,0.373046875,0.06,-0.04,-0.11,-0.6,1.83,9.61,29,0,0,3,2,0,4062,0,2016-08-22 15:03:01.458
626905,44,-3.5,-10.75,-0.92254638671875,-0.09857177734375,0.00665283203125,0.37298583984375,0.07,0,-0.07,-0.6,1.83,9.61,29,0,0,3,2,0,4063,0,2016-08-22 15:03:01.468
626915,44,-3.5,-10.75,-0.922607421875,-0.0987548828125,0.0067138671875,0.3729248046875,0.08,0.04,-0.05,-0.6,1.84,9.61,29,0,0,3,2,0,4064,0,2016-08-22 15:03:01.478
626925,44,-3.5,-10.8125,-0.922607421875,-0.09893798828125,0.0068359375,0.372802734375,0.08,0.04,-0.05,-0.6,1.84,9.61,29,0,0,3,2,0,4065,0,2016-08-22 15:03:01.488
626935,43.9375,-3.5,-10.8125,-0.922607421875,-0.09912109375,0.00689697265625,0.37274169921875,0.03,0.1,0.01,-0.59,1.84,9.61,29,0,0,3,2,0,4066,0,2016-08-22 15:03:01.498
626945,43.9375,-3.5,-10.8125,-0.922607421875,-0.0992431640625,0.0069580078125,0.3726806640625,0.02,0.11,-0.16,-0.59,1.84,9.61,29,0,0,3,2,0,4067,0,2016-08-22 15:03:01.508
626955,43.9375,-3.5,-10.8125,-0.922607421875,-0.0992431640625,0.0069580078125,0.3726806640625,0,0.09,-0.06,-0.59,1.84,9.61,29,0,0,3,2,0,4068,0,2016-08-22 15:03:01.518
626965,43.9375,-3.5,-10.8125,-0.922607421875,-0.09918212890625,0.00689697265625,0.3726806640625,0.02,0.04,-0.01,-0.59,1.84,9.61,29,0,0,3,2,0,4069,0,2016-08-22 15:03:01.528
626975,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09906005859375,0.0068359375,0.3726806640625,0.02,0.04,-0.01,-0.59,1.84,9.61,29,0,0,3,2,0,4070,0,2016-08-22 15:03:01.538
626985,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09893798828125,0.0068359375,0.3726806640625,0.02,0.02,-0.03,-0.59,1.83,9.61,29,0,0,3,2,0,4071,0,2016-08-22 15:03:01.548
626995,43.9375,-3.5,-10.8125,-0.92266845703125,-0.09881591796875,0.00677490234375,0.37274169921875,0.01,0,0,-0.6,1.83,9.61,29,0,0,3,2,0,4072,0,2016-08-22 15:03:01.558
627005,44,-3.5,-10.75,-0.922607421875,-0.09869384765625,0.0067138671875,0.372802734375,0.02,-0.01,-0.11,-0.6,1.83,9.61,29,0,0,3,2,0,4073,0,2016-08-22 15:03:01.568
627015,44,-3.5,-10.75,-0.922607421875,-0.0986328125,0.0067138671875,0.372802734375,0.02,0.01,-0.03,-0.6,1.83,9.61,29,0,0,3,2,0,4074,0,2016-08-22 15:03:01.578
627025,44,-3.5,-10.75,-0.922607421875,-0.0986328125,0.0067138671875,0.372802734375,0.01,0,-0.01,-0.6,1.83,9.61,29,0,0,3,2,0,4075,0,2016-08-22 15:03:01.588
627035,44,-3.5,-10.75,-0.922607421875,-0.0986328125,0.0067138671875,0.372802734375,0.03,0.01,-0.03,-0.6,1.83,9.61,29,0,0,3,2,0,4076,0,2016-08-22 15:03:01.598
627045,44,-3.5,-10.75,-0.922607421875,-0.0987548828125,0.0067138671875,0.372802734375,0.04,0,-0.04,-0.6,1.83,9.61,29,0,0,3,2,0,4077,0,2016-08-22 15:03:01.608
627055,44,-3.5,-10.8125,-0.922607421875,-0.09881591796875,0.00677490234375,0.372802734375,0.02,0,-0.14,-0.6,1.83,9.61,29,0,0,3,2,0,4078,0,2016-08-22 15:03:01.618
627065,44,-3.5,-10.8125,-0.922607421875,-0.098876953125,0.00677490234375,0.372802734375,0.02,0.01,-0.1,-0.59,1.84,9.61,29,0,0,3,2,0,4079,0,2016-08-22 15:03:01.628
627075,44,-3.5,-10.8125,-0.922607421875,-0.0989990234375,0.00689697265625,0.372802734375,0.04,0,-0.01,-0.59,1.84,9.61,29,0,0,3,2,0,4080,0,2016-08-22 15:03:01.638
627085,44,-3.4375,-10.8125,-0.922607421875,-0.09906005859375,0.0069580078125,0.372802734375,0.04,-0.01,-0.01,-0.59,1.84,9.61,29,0,0,3,2,0,4081,0,2016-08-22 15:03:01.648
627095,44,-3.4375,-10.8125,-0.92254638671875,-0.09918212890625,0.00701904296875,0.372802734375,0.03,0,0,-0.59,1.84,9.61,29,0,0,3,2,0,4082,0,2016-08-22 15:03:01.658
627105,44,-3.4375,-10.875,-0.92254638671875,-0.099365234375,0.007080078125,0.372802734375,0.03,0.02,-0.13,-0.59,1.85,9.61,29,0,0,3,2,0,4083,0,2016-08-22 15:03:01.668
627115,44,-3.4375,-10.875,-0.92254638671875,-0.0994873046875,0.00714111328125,0.372802734375,0.01,0.1,-0.05,-0.59,1.85,9.61,29,0,0,3,2,0,4084,0,2016-08-22 15:03:01.678
627125,44,-3.4375,-10.875,-0.92254638671875,-0.09967041015625,0.0072021484375,0.372802734375,0.02,0.11,-0.01,-0.59,1.85,9.61,29,0,0,3,2,0,4085,0,2016-08-22 15:03:01.688
627135,44,-3.4375,-10.9375,-0.9224853515625,-0.0997314453125,0.00726318359375,0.372802734375,0.03,0.12,-0.02,-0.59,1.85,9.61,29,0,0,3,2,0,4086,0,2016-08-22 15:03:01.698
627145,44,-3.4375,-10.9375,-0.9224853515625,-0.0997314453125,0.00726318359375,0.372802734375,0.05,0.11,0.01,-0.59,1.85,9.61,29,0,0,3,2,0,4087,0,2016-08-22 15:03:01.708
627155,44,-3.4375,-10.875,-0.9224853515625,-0.09967041015625,0.0072021484375,0.372802734375,0.06,0.05,-0.12,-0.59,1.85,9.61,29,0,0,3,2,0,4088,0,2016-08-22 15:03:01.718
627165,44,-3.4375,-10.875,-0.9224853515625,-0.09954833984375,0.00714111328125,0.37286376953125,0.06,0.01,-0.03,-0.59,1.84,9.61,29,0,0,3,2,0,4089,0,2016-08-22 15:03:01.728
627175,44,-3.4375,-10.875,-0.9224853515625,-0.099365234375,0.007080078125,0.3729248046875,0.07,-0.03,0,-0.59,1.84,9.61,29,0,0,3,2,0,4090,0,2016-08-22 15:03:01.738
