Timestamp,EulerH,EulerR,EulerP,QuaternionW,QuaternionX,QuaternionY,QuaternionZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,GravityX,GravityY,GravityZ,TemperatureInCelcius,SystemCalibration,GyroCalibration,AccelerometerCalibration,MagnotometerCalibration,BatteryLevel,Received,Skipped,X_MeanAdjIntegral_0.995,Y_MeanAdjIntegral_0.995,Z_MeanAdjIntegral_0.995,Euler_H_Diff1Sec,Euler_H_Diff2Sec,Euler_H_Diff3Sec,GestureNumber,GestureName,Bad
2762266,90.75,5.125,-43.625,0.65142822265625,0.22564697265625,-0.29779052734375,-0.66033935546875,0.17,0.56,-0.71,0.88,6.76,7.03,30,3,3,3,2,0,10,-1,-0.045069439555124,-0.105227785219926,0.0729983467268451,0,0,0,0,Relax,Bad
2762366,93.4375,4.3125,-44.125,0.63470458984375,0.22705078125,-0.30108642578125,-0.6744384765625,-0.05,-1.31,-0.78,0.7,6.79,7.03,30,3,3,3,2,0,20,-1,-0.0232551664118369,-0.115151877299049,-0.0589473889173739,0,0,0,0,Relax,OK
2762466,98.1875,0.1875,-44.4375,0.6058349609375,0.2459716796875,-0.28759765625,-0.6998291015625,-0.4,0.35,-0.56,-0.04,6.88,6.97,30,3,3,3,2,0,30,-1,-0.0382429877797982,-0.109467804919845,-0.0709057714766545,0,0,0,0,Relax,OK
2762566,100.4375,-4.6875,-44.5,0.5916748046875,0.2757568359375,-0.2620849609375,-0.7108154296875,-0.18,0.03,-0.6,-0.88,6.84,6.96,30,3,3,3,2,0,40,-1,-0.080741922249995,-0.0668830615668727,-0.104778958108075,0,0,0,0,Relax,OK
2762666,97.75,-11.4375,-44.3125,0.60650634765625,0.325439453125,-0.208984375,-0.69464111328125,-1.48,-1.91,-0.77,-2.1,6.7,6.83,30,3,3,3,2,0,50,-1,-0.14044758847782,-0.172608039924425,-0.189915145628597,0,0,0,0,Relax,OK
2762766,98.125,-21.1875,-39.75,0.60693359375,0.35833740234375,-0.115234375,-0.699951171875,-0.97,0.76,0.75,-3.68,5.69,7.08,30,3,3,3,2,0,60,-1,-0.254517489230759,-0.0591136838000427,-0.0534714363106997,0,0,0,0,Relax,OK
2762866,99.4375,-31.0625,-27.875,0.60577392578125,0.348388671875,0.01519775390625,-0.71514892578125,-2.46,-0.17,0.63,-5.23,3.59,7.47,30,3,3,3,3,0,70,-1,-0.36065935570987,-0.149688007498301,-0.014499424358772,0,0,0,0,Relax,OK
2762966,98.75,-39.25,-5.75,0.6123046875,0.28228759765625,0.18731689453125,-0.71435546875,0,1.41,0.33,-6.2,0.76,7.55,30,3,3,3,3,0,80,-1,-0.44458212867731,-0.0542320812734594,0.0448402229851636,0,0,0,0,Relax,OK
2763066,97.3125,-40.125,6.4375,0.61932373046875,0.2281494140625,0.261474609375,-0.70428466796875,0.56,-0.18,0.48,-6.32,-0.84,7.44,30,3,3,3,3,0,90,-1,-0.357903994167908,-0.0110640033899429,0.102202412536568,0,0,0,0,Relax,OK
2763166,96.5625,-38.75,10.5,0.625244140625,0.19830322265625,0.27850341796875,-0.70159912109375,-0.46,-0.39,0.94,-6.14,-1.4,7.51,30,3,3,3,3,0,100,-1,-0.327978771655499,-0.086918208157052,0.183020154102682,96.5625,0,0,0,Relax,OK
2763266,95.9375,-36.125,14.1875,0.63177490234375,0.1617431640625,0.28704833984375,-0.70166015625,-0.63,0.27,0.4,-5.78,-1.94,7.67,30,3,3,3,3,0,110,-1,-0.344679446036083,-0.0578829609864505,0.241969899703604,5.1875,0,0,0,Relax,OK
2763366,96.25,-32.875,15.6875,0.63433837890625,0.13299560546875,0.27978515625,-0.708251953125,-0.96,-0.16,-0.62,-5.32,-2.23,7.92,30,3,3,3,3,0,120,-1,-0.396589425321721,-0.0836264260254131,0.207325304920166,2.8125,0,0,0,Relax,OK
2763466,97.375,-29.9375,16.5625,0.63140869140625,0.11090087890625,0.26947021484375,-0.71856689453125,-0.93,0,-0.22,-4.9,-2.42,8.14,30,3,3,3,3,0,130,-1,-0.450358604336675,-0.0861706033531563,0.148773584108484,-0.8125,0,0,0,Relax,OK
2763566,98.8125,-26.5625,16.9375,0.626708984375,0.088623046875,0.2540283203125,-0.73138427734375,-0.66,0.07,-0.49,-4.39,-2.55,8.38,30,3,3,3,3,0,140,-1,-0.494650688093379,-0.0644787727412275,0.122146577310822,-1.625,0,0,0,Relax,OK
2763666,99.875,-23.625,16.1875,0.62359619140625,0.073486328125,0.23431396484375,-0.7421875,-0.93,0.04,-0.57,-3.93,-2.51,8.62,30,3,3,3,3,0,150,-1,-0.557185544687661,-0.0349605658129196,0.0662579602444977,2.125,0,0,0,Relax,OK
2763766,101.1875,-20.125,16.5,0.61859130859375,0.049560546875,0.2178955078125,-0.7532958984375,0.27,-0.64,-1.29,-3.37,-2.61,8.82,30,3,3,3,3,0,160,-1,-0.484820654442697,-0.10003489244721,-0.0365433715665118,3.0625,0,0,0,Relax,OK
2763866,103.625,-16.75,15.3125,0.60601806640625,0.03607177734375,0.1923828125,-0.77099609375,-0.28,0.78,-0.32,-2.83,-2.48,9.05,30,3,3,3,3,0,170,-1,-0.462775927685767,-0.0490329860372847,-0.129392971169211,4.1875,0,0,0,Relax,OK
2763966,105.4375,-13.5625,15.5625,0.595947265625,0.0146484375,0.1781005859375,-0.78289794921875,-0.6,0,0.9,-2.3,-2.56,9.18,30,3,3,3,3,0,180,-1,-0.45826990559281,-0.0433218669583832,-0.0563151868055006,6.6875,0,0,0,Relax,OK
2764066,107.25,-9.375,16.25,0.58477783203125,-0.01654052734375,0.161865234375,-0.794677734375,-0.42,0,0.35,-1.59,-2.71,9.28,30,3,3,3,3,0,190,-1,-0.459596091254106,-0.0401386603609076,-0.00882444198207297,9.9375,0,0,0,Relax,OK
2764166,109.25,-3.9375,15.1875,0.57330322265625,-0.0482177734375,0.12811279296875,-0.807861328125,-0.31,0.07,0.25,-0.67,-2.57,9.43,30,3,3,3,3,0,200,-1,-0.449109942159481,-0.034808781966056,0.0262763139610208,12.6875,109.25,0,0,Relax,OK
2764266,111.25,2.25,14.125,0.56011962890625,-0.08587646484375,0.0902099609375,-0.8189697265625,-0.65,0.24,-0.39,0.38,-2.39,9.5,30,3,3,3,3,0,210,-1,-0.453186989642116,-0.0294158136747546,0.0284812312407636,15.3125,20.5,0,0,Relax,OK
2764366,112.875,8.625,12.5,0.5477294921875,-0.12286376953125,0.04833984375,-0.826171875,-0.44,0.3,-1.09,1.47,-2.1,9.46,30,3,3,3,3,0,220,-1,-0.453691308409919,0.00406869017311426,-0.0489731938263526,16.625,19.4375,0,0,Relax,OK
2764466,113.9375,13.8125,10.8125,0.537841796875,-0.15472412109375,0.00726318359375,-0.82867431640625,-0.37,0.09,-0.93,2.43,-1.74,9.33,30,3,3,3,3,0,230,-1,-0.445240915086446,0.0208316710130826,-0.139626568423256,16.5625,15.75,0,0,Relax,OK
2764566,115.0625,19.25,8.4375,0.52685546875,-0.1820068359375,-0.034423828125,-0.82952880859375,-0.56,0.12,-0.95,3.31,-1.32,9.13,30,3,3,3,3,0,240,-1,-0.446526235901286,0.0240030059582206,-0.217149622520121,16.25,14.625,0,0,Relax,OK
2764666,115.75,24,5.125,0.51922607421875,-0.2001953125,-0.07940673828125,-0.8270263671875,-0.32,0.6,-1.15,4.05,-0.75,8.89,30,3,3,3,3,0,250,-1,-0.454329373690334,0.0754449172910858,-0.331990902546316,15.875,18,0,0,Relax,OK
2764766,115.9375,27.875,2.5625,0.51385498046875,-0.21728515625,-0.11285400390625,-0.8221435546875,0.46,-0.1,-0.64,4.64,-0.37,8.63,30,3,3,3,3,0,260,-1,-0.384877649395063,0.0786739195690128,-0.360722952322673,14.75,17.8125,0,0,Relax,OK
2764866,116.1875,31,1.1875,0.50885009765625,-0.23236083984375,-0.1334228515625,-0.818115234375,0.15,-0.01,-0.84,5.09,-0.16,8.37,30,3,3,3,3,0,270,-1,-0.313212357397047,0.0889228630377836,-0.411562405346063,12.5625,16.75,0,0,Relax,OK
2764966,116.25,33.5625,-0.6875,0.50543212890625,-0.24267578125,-0.1572265625,-0.81298828125,0.17,-0.13,-0.14,5.45,0.12,8.14,30,3,3,3,3,0,280,-1,-0.275580752902579,0.0957664361126488,-0.433089015277821,10.8125,17.5,0,0,Relax,OK
2765066,116.3125,35.875,-1.9375,0.501708984375,-0.25408935546875,-0.1748046875,-0.80816650390625,-0.33,0.42,-0.27,5.78,0.28,7.91,30,3,3,3,3,0,290,-1,-0.254575321153942,0.127355216214468,-0.393197927102766,9.0625,19,0,0,Relax,OK
2765166,116.0625,38.1875,-2.9375,0.499755859375,-0.2666015625,-0.19158935546875,-0.801513671875,-0.1,-0.11,0.06,6.1,0.41,7.66,30,3,3,3,3,0,300,-1,-0.252067268283273,0.12314751946455,-0.364142010034176,6.8125,19.5,116.0625,0,Relax,OK
2765266,116.4375,40.5,-3.625,0.49383544921875,-0.28082275390625,-0.20452880859375,-0.797119140625,-0.25,0.06,-0.69,6.4,0.47,7.41,30,3,3,3,3,0,310,-1,-0.251386069970903,0.117227817475262,-0.341136215222882,5.1875,20.5,25.6875,0,Relax,OK
2765366,117.5625,42.25,-3.6875,0.48297119140625,-0.2950439453125,-0.20904541015625,-0.7974853515625,0.64,-0.29,-1.35,6.6,0.47,7.23,30,3,3,3,3,0,320,-1,-0.171415085962051,0.0926642681259096,-0.414206737751086,4.6875,21.3125,24.125,0,Relax,OK
2765466,119,42.75,-3,0.47216796875,-0.30364990234375,-0.2030029296875,-0.80230712890625,0.09,-0.06,-0.46,6.64,0.36,7.2,30,3,3,3,3,0,330,-1,-0.105865754005268,0.0743657165676434,-0.480821553332181,5.0625,21.625,20.8125,0,Relax,OK
2765566,121.5625,41.5625,-0.375,0.456298828125,-0.3084716796875,-0.17596435546875,-0.81585693359375,-0.18,0.03,-0.79,6.49,0.01,7.34,30,3,3,3,3,0,340,-1,-0.0670914397736893,0.0338816169546439,-0.484850181719965,6.5,22.75,21.125,0,Relax,OK
2765666,123.625,40.375,2.125,0.44287109375,-0.31182861328125,-0.14984130859375,-0.8271484375,-0.28,0.55,-0.5,6.36,-0.27,7.45,30,3,3,3,3,0,350,-1,-0.05384341721238,0.0543639295104743,-0.512992023637097,7.875,23.75,25.875,0,Relax,OK
2765766,124.375,39.4375,2.5625,0.43865966796875,-0.3074951171875,-0.14080810546875,-0.83258056640625,-0.37,0.66,-0.5,6.23,-0.34,7.56,30,3,3,3,3,0,360,-1,-0.0547577319244663,0.120005951754554,-0.533936492960015,8.4375,23.1875,26.25,0,Relax,OK
2765866,124.625,37.75,4,0.43927001953125,-0.30072021484375,-0.12457275390625,-0.8372802734375,-0.29,1.22,-0.74,6.01,-0.54,7.72,30,3,3,3,3,0,370,-1,-0.0438742661895618,0.175915023874225,-0.576922356550546,8.4375,21,25.1875,0,Relax,OK
2765966,122.5,35,5,0.4581298828125,-0.28216552734375,-0.11199951171875,-0.83544921875,-0.57,1.41,-0.62,5.62,-0.69,7.99,30,3,3,3,3,0,380,-1,-0.0284371532052023,0.279160460510754,-0.591782435166582,6.25,17.0625,23.75,0,Relax,OK
2766066,118.3125,31.75,4.5,0.49273681640625,-0.2532958984375,-0.1103515625,-0.82513427734375,-0.49,1.35,-1.18,5.16,-0.66,8.3,30,3,3,3,3,0,390,-1,-0.0635470185257038,0.386873929619402,-0.642198264035965,2,11.0625,21,0,Relax,OK
2766166,112.25,27.4375,1.1875,0.54107666015625,-0.20233154296875,-0.12420654296875,-0.8067626953125,0,0.19,-1.57,4.51,-0.18,8.7,30,3,3,3,3,0,400,-1,-0.0310233490230708,0.414580785188754,-0.73533942193352,-3.8125,3,15.6875,0,Relax,OK
2766266,106.5,21.25,-2.0625,0.5877685546875,-0.13775634765625,-0.1246337890625,-0.78741455078125,-2.71,-0.06,0.3,3.56,0.33,9.12,30,3,3,3,3,0,410,-1,-0.223852692052266,0.441832707929642,-0.809129576722267,-9.9375,-4.75,10.5625,0,Relax,OK
2766366,103.25,13.4375,-1.5625,0.61614990234375,-0.08355712890625,-0.08331298828125,-0.77874755859375,-1.14,-1.23,-0.37,2.28,0.26,9.53,30,3,3,3,3,0,420,-1,-0.351194847390002,0.312768097920876,-0.758823236360517,-14.3125,-9.625,7,0,Relax,OK
2766466,101.125,5.25,-1.25,0.63433837890625,-0.02850341796875,-0.03802490234375,-0.77154541015625,-0.84,-1.43,2.01,0.9,0.22,9.76,30,3,3,3,3,0,430,-1,-0.390595733083602,0.177060436281505,-0.655281115209463,-17.875,-12.8125,3.75,0,Relax,OK
2766566,100.125,-1.1875,-3.125,0.641357421875,0.0257568359375,-0.01422119140625,-0.76666259765625,-0.6,-0.1,1.25,-0.2,0.53,9.78,30,3,3,3,3,0,440,-1,-0.390563559439533,0.0641142356707825,-0.388196229383074,-21.4375,-14.9375,1.3125,0,Relax,OK
2766666,98.0625,-5.8125,-2.75,0.654296875,0.054443359375,0.015380859375,-0.75408935546875,-1.12,0.41,-1.46,-1,0.47,9.74,30,3,3,3,3,0,450,-1,-0.409103220254586,0.0889766592261555,-0.395441206951408,-25.5625,-17.6875,-1.8125,0,Relax,OK
2766766,91.3125,-7.6875,-5.75,0.6962890625,0.0831298828125,0.01116943359375,-0.712890625,-0.18,-0.58,-0.47,-1.31,0.97,9.66,30,3,3,3,3,0,460,-1,-0.452779114393297,0.0858673194454214,-0.492443950393866,-33.0625,-24.625,-9.875,0,Relax,OK
2766866,86.4375,-11.125,-13.25,0.72039794921875,0.150146484375,-0.00653076171875,-0.67706298828125,-0.17,-1.77,0.98,-1.9,2.2,9.36,30,3,3,3,3,0,470,-1,-0.401462929935453,-0.0334357501109722,-0.454897061564475,-38.1875,-29.75,-17.1875,0,Relax,OK
2766966,83,-13.625,-18.25,0.7359619140625,0.19805908203125,-0.0145263671875,-0.64727783203125,-2.03,0.22,1.17,-2.3,3.04,9.03,30,3,3,3,3,0,480,-1,-0.450206035497045,-0.0585313760057016,-0.287169248150907,-39.5,-33.25,-22.4375,0,Relax,OK
2767066,78.5625,-8.875,-19.8125,0.76226806640625,0.18096923828125,-0.05615234375,-0.618896484375,-5.82,-0.93,-0.4,-1.35,3.38,9.1,30,3,3,3,3,0,490,-1,-0.853949383861243,-0.021761644288377,-0.144338468158537,-39.75,-37.75,-28.6875,0,Relax,OK
2767166,74.9375,-1.875,-26.375,0.77252197265625,0.19390869140625,-0.1278076171875,-0.59100341796875,0.28,-0.35,-2.25,-0.31,4.41,8.74,30,3,3,3,3,0,500,-1,-0.975045108741877,-0.0451283859616154,-0.227790143385361,-37.3125,-41.125,-34.3125,0,Relax,OK
2767266,73.5,-2.125,-27.1875,0.780517578125,0.1947021484375,-0.12103271484375,-0.58160400390625,3.27,-5.89,0.56,-0.36,4.36,8.77,30,3,3,3,3,0,510,-1,-0.42778568715435,0.166084953497834,-0.0196317844587037,-33,-42.9375,-37.75,0,Relax,OK
2767366,75,-1.8125,-34.875,0.75653076171875,0.24822998046875,-0.16925048828125,-0.58087158203125,-2.14,2.56,-1.66,-0.31,5.63,8.02,30,3,3,3,3,0,520,-1,-0.409353124789917,0.158981262416959,0.0289576353193031,-28.25,-42.5625,-37.875,0,Relax,OK
2767466,76.6875,-1.3125,-35.625,0.74627685546875,0.24755859375,-0.1805419921875,-0.59088134765625,-0.11,0.49,-0.1,-0.2,5.74,7.94,30,3,3,3,3,0,530,-1,-0.417101698043546,0.155826969893292,0.0370497293797008,-24.4375,-42.3125,-37.25,0,Relax,OK
2767566,80,-1.1875,-36.5625,0.72705078125,0.2476806640625,-0.193359375,-0.6104736328125,-0.42,0.19,-0.44,-0.21,5.86,7.85,30,3,3,3,3,0,540,-1,-0.392730743978617,0.124907552890403,0.041968703768588,-20.125,-41.5625,-35.0625,0,Relax,OK
2767666,83.6875,-2.3125,-36.1875,0.70782470703125,0.2457275390625,-0.1912841796875,-0.63409423828125,-2.03,-0.26,0.3,-0.42,5.8,7.89,30,3,3,3,3,0,550,-1,-0.470768027059623,0.0923862597100434,0.0751943756533141,-14.375,-39.9375,-32.0625,0,Relax,OK
2767766,88,-3.75,-36.5625,0.68231201171875,0.24932861328125,-0.19281005859375,-0.65960693359375,-3.33,0.14,-0.46,-0.64,5.83,7.85,30,3,3,3,3,0,560,-1,-0.62886233616518,0.0733183868840309,0.0776106245706951,-3.3125,-36.375,-27.9375,0,Relax,OK
2767866,92.1875,-4.9375,-34.25,0.66192626953125,0.2366943359375,-0.18035888671875,-0.68798828125,-3.6,1.63,-2.27,-0.85,5.5,8.06,30,3,3,3,3,0,570,-1,-0.953671538208357,0.250629275058387,-0.0454903058028949,5.75,-32.4375,-24,0,Relax,OK
2767966,94.5,-5.9375,-31.5,0.652099609375,0.22314453125,-0.16217041015625,-0.70611572265625,0.93,-0.89,-1.19,-1.01,5.1,8.31,30,3,3,3,3,0,580,-1,-0.899193205587058,0.27644316840264,-0.091463316860063,11.5,-28,-21.75,0,Relax,OK
2768066,97.8125,-7.8125,-36.8125,0.62213134765625,0.2603759765625,-0.1893310546875,-0.713623046875,2,-0.54,0.87,-1.33,5.82,7.77,30,3,3,3,3,0,590,-1,-0.554159101852513,0.284006306775396,-0.060107949120584,19.25,-20.5,-18.5,0,Relax,OK
2768166,103,-10.5,-36.875,0.58819580078125,0.270263671875,-0.18438720703125,-0.73956298828125,-1.09,-0.61,-0.38,-1.79,5.79,7.7,30,3,3,3,3,0,600,-1,-0.484143681765223,-0.00356559285488967,0.0511237000750715,28.0625,-9.25,-13.0625,0,Relax,OK
2768266,109.625,-11.125,-37.375,0.54315185546875,0.2659912109375,-0.19927978515625,-0.77105712890625,-3.41,0.58,-1.2,-1.89,5.84,7.64,30,3,3,3,3,0,610,-1,-0.653949350396286,-0.0206031496302182,-0.00586578232643951,36.125,3.125,-6.8125,0,Relax,OK
2768366,115,-12.0625,-37.8125,0.5054931640625,0.2646484375,-0.20904541015625,-0.794189453125,0.06,-0.19,0.68,-2.04,5.88,7.57,30,3,3,3,3,0,620,-1,-0.674748595607808,-0.0587650495574172,-0.00937223737453217,40,11.75,-2.5625,0,Relax,OK
2768466,121.125,-13.625,-38.75,0.4605712890625,0.26934814453125,-0.2208251953125,-0.81646728515625,0.95,-0.12,0.71,-2.31,5.96,7.42,30,3,3,3,3,0,630,-1,-0.457244538744213,-0.0326088679903254,0.0670359697851271,44.4375,20,2.125,0,Relax,OK
2768566,124.75,-14.5,-39.625,0.432861328125,0.27227783203125,-0.230712890625,-0.82781982421875,0.55,0.1,0.54,-2.46,6.05,7.3,30,3,3,3,3,0,640,-1,-0.319906052354945,-0.0442988302485249,0.133421744330572,44.75,24.625,3.1875,0,Relax,OK
2768666,126.0625,-14.9375,-41.25,0.42095947265625,0.279296875,-0.24273681640625,-0.82818603515625,0.84,0.29,0.29,-2.53,6.24,7.12,30,3,3,3,3,0,650,-1,-0.193686408761502,0.0106504767018313,0.180033637719249,42.375,28,2.4375,0,Relax,OK
2768766,124.4375,-14.4375,-42.5,0.431396484375,0.28424072265625,-0.249755859375,-0.8189697265625,-0.41,0,-0.17,-2.45,6.41,6.99,30,3,3,3,3,0,660,-1,-0.121066515525442,0.047138405785258,0.195092661085687,36.4375,33.125,0.0625,0,Relax,OK
2768866,121.5625,-13.1875,-42.6875,0.45196533203125,0.281982421875,-0.2508544921875,-0.8082275390625,-0.37,-0.62,-0.09,-2.24,6.47,7.01,30,3,3,3,3,0,670,-1,-0.107081707248207,-0.00569091504504994,0.189206053374049,29.375,35.125,-3.0625,0,Relax,OK
2768966,119.5625,-11.875,-42.6875,0.4664306640625,0.27642822265625,-0.25360107421875,-0.80108642578125,-0.31,0.16,0.33,-2.02,6.51,7.04,30,3,3,3,3,0,680,-1,-0.0833199530969972,-0.0158112819850013,0.209014687553111,25.0625,36.5625,-2.9375,0,Relax,OK
2769066,118.1875,-10.125,-42,0.4776611328125,0.26300048828125,-0.2554931640625,-0.79840087890625,-0.78,-0.07,0.08,-1.72,6.46,7.16,30,3,3,3,3,0,690,-1,-0.0741029683295877,-0.027076263860973,0.241390231639826,20.375,39.625,-0.125,0,Relax,OK
2769166,117.375,-9.5,-40.5625,0.48583984375,0.25396728515625,-0.24713134765625,-0.7989501953125,-0.66,-0.08,-0.02,-1.62,6.29,7.34,30,3,3,3,3,0,700,-1,-0.115101640261579,-0.0411091657764524,0.247905210956533,14.375,42.4375,5.125,0,Relax,OK
2769266,116.125,-9.6875,-38.25,0.498046875,0.24737548828125,-0.227783203125,-0.79925537109375,-0.37,-1,0.43,-1.65,5.98,7.58,30,3,3,3,3,0,710,-1,-0.0963955021905071,-0.11934379568537,0.287573632372742,6.5,42.625,9.625,0,Relax,OK
2769366,115.5,-11.0625,-35.1875,0.50640869140625,0.24468994140625,-0.19830322265625,-0.802734375,-0.35,-0.73,0.4,-1.88,5.55,7.86,30,3,3,3,3,0,720,-1,-0.0835513761222305,-0.207829798515694,0.334924202948691,0.5,40.5,12.25,0,Relax,OK
2769466,115.8125,-13.125,-33.0625,0.50604248046875,0.24920654296875,-0.1732177734375,-0.807373046875,-0.35,-0.32,0,-2.22,5.21,8,30,3,3,3,3,0,730,-1,-0.0688546490861692,-0.243411476381172,0.351954470008364,-5.3125,39.125,14.6875,0,Relax,OK
2769566,116.75,-15.25,-31.75,0.50006103515625,0.2572021484375,-0.1541748046875,-0.81243896484375,-0.45,-0.12,-0.53,-2.58,4.97,8.04,30,3,3,3,3,0,740,-1,-0.0705904152493653,-0.252436287167462,0.327007592894319,-8,36.75,16.625,0,Relax,OK
2769666,117.5625,-17.25,-31.125,0.49365234375,0.26739501953125,-0.140869140625,-0.81549072265625,-0.05,-0.16,-0.06,-2.91,4.84,8.01,30,3,3,3,3,0,750,-1,-0.0466687744210134,-0.232319725334584,0.297168652943199,-8.5,33.875,19.5,0,Relax,OK
2769766,117.0625,-18.5,-30.8125,0.496826171875,0.27557373046875,-0.1307373046875,-0.81243896484375,0.36,0.15,-0.14,-3.11,4.76,7.98,30,3,3,3,3,0,760,-1,0.00629335102965463,-0.205935845559866,0.292449389813937,-7.375,29.0625,25.75,0,Relax,OK
2769866,115.6875,-18.25,-31.125,0.50909423828125,0.276123046875,-0.13067626953125,-0.8046875,0.52,0.02,0.06,-3.05,4.81,7.97,30,3,3,3,3,0,770,-1,0.108446206954732,-0.165276799332578,0.291458301171028,-5.875,23.5,29.25,0,Relax,OK
2769966,114.0625,-16.9375,-30.875,0.5198974609375,0.26751708984375,-0.13238525390625,-0.80035400390625,-0.04,0.09,0.27,-2.84,4.8,8.05,30,3,3,3,3,0,780,-1,0.168568859645139,-0.162810024776395,0.317692082375648,-5.5,19.5625,31.0625,0,Relax,OK
2770066,113.0625,-16.625,-28.75,0.52880859375,0.2574462890625,-0.11810302734375,-0.80010986328125,-1.01,0.04,-0.14,-2.81,4.47,8.26,30,3,3,3,3,0,790,-1,0.147202886802218,-0.150543119428744,0.325349662701555,-5.125,15.25,34.5,0,Relax,OK
2770166,111.5625,-17.0625,-24.9375,0.54290771484375,0.24310302734375,-0.0875244140625,-0.799072265625,-1.3,-0.82,0.56,-2.87,3.92,8.51,30,3,3,3,3,0,800,-1,0.0794374461720781,-0.200593289606853,0.328479518514024,-5.8125,8.5625,36.625,0,Relax,OK
2770266,110.3125,-16.125,-24.375,0.5528564453125,0.23504638671875,-0.0859375,-0.7947998046875,0.07,-0.66,-0.27,-2.72,3.86,8.59,30,3,3,3,3,0,810,-1,0.0702111814372647,-0.234974761030529,0.329234000510421,-5.8125,0.6875,36.8125,0,Relax,OK
2770366,109.875,-16.1875,-23.8125,0.556396484375,0.2330322265625,-0.08148193359375,-0.79339599609375,0.38,-0.11,-0.41,-2.73,3.81,8.61,30,3,3,3,3,0,820,-1,0.165439535532095,-0.272141752938439,0.288388636594543,-5.625,-5.125,34.875,0,Relax,OK
2770466,110.125,-17.3125,-23.8125,0.55413818359375,0.2406005859375,-0.0751953125,-0.7933349609375,-0.95,-0.62,-0.38,-2.92,3.78,8.56,30,3,3,3,3,0,830,-1,0.153708619471621,-0.304744914231655,0.24038580379511,-5.6875,-11,33.4375,0,Relax,OK
2770566,111.8125,-18.3125,-25.8125,0.53948974609375,0.255859375,-0.08612060546875,-0.79754638671875,-1.05,0.54,0.75,-3.09,4.05,8.37,30,3,3,3,3,0,840,-1,0.104773671333438,-0.338169910995124,0.233548296928039,-4.9375,-12.9375,31.8125,0,Relax,OK
2770666,112.5625,-18.4375,-28.5625,0.531005859375,0.269287109375,-0.10546875,-0.7965087890625,1.04,-0.67,-1.03,-3.1,4.45,8.16,30,3,3,3,3,0,850,-1,0.19165478660497,-0.325688207076717,0.160943778768918,-5,-13.5,28.875,0,Relax,OK
2770766,113,-19.5,-31.5625,0.523681640625,0.290283203125,-0.11968994140625,-0.79193115234375,0.87,-0.51,-0.7,-3.27,4.84,7.87,30,3,3,3,3,0,860,-1,0.354084206354358,-0.409413004027046,0.077217566752649,-4.0625,-11.4375,25,0,Relax,OK
2770866,113.9375,-20.9375,-36.8125,0.50909423828125,0.32379150390625,-0.14691162109375,-0.78387451171875,-0.92,0.76,0.68,-3.51,5.49,7.32,30,3,3,3,3,0,870,-1,0.400346467016355,-0.389558625279319,0.0605070733224505,-1.75,-7.625,21.75,0,Relax,OK
2770966,113.4375,-20.1875,-42.9375,0.50347900390625,0.34844970703125,-0.18792724609375,-0.7679443359375,-0.65,0.75,0.32,-3.39,6.27,6.73,30,3,3,3,3,0,880,-1,0.318069540810415,-0.209327184650489,0.201637050144669,-0.625,-6.125,18.9375,0,Relax,OK
2771066,112.125,-19.375,-46.0625,0.50762939453125,0.36029052734375,-0.2081298828125,-0.75439453125,-0.06,0.43,0.68,-3.25,6.66,6.41,30,3,3,3,3,0,890,-1,0.339720121333594,-0.299405952792359,0.273896745912543,-0.9375,-6.0625,14.3125,0,Relax,OK
2771166,110.9375,-18.6875,-49.1875,0.5096435546875,0.37286376953125,-0.2275390625,-0.74127197265625,-0.05,1.02,0.58,-3.14,7.03,6.06,30,3,3,3,3,0,900,-1,0.392864893032933,-0.214042948216806,0.318546940062675,-0.625,-6.4375,7.9375,0,Relax,OK
2771266,108.125,-16.875,-50,0.52734375,0.370361328125,-0.23529052734375,-0.72760009765625,-0.75,0.81,-0.76,-2.85,7.18,6.03,30,3,3,3,3,0,910,-1,0.40034494095846,-0.114215010311505,0.246318865535524,-2.1875,-8,-1.5,0,Relax,OK
2771366,103.8125,-12.8125,-49.3125,0.55755615234375,0.34881591796875,-0.24627685546875,-0.7119140625,0.06,-0.96,-0.2,-2.17,7.25,6.23,30,3,3,3,3,0,920,-1,0.376107707807074,-0.0953057739099954,0.239062176066616,-6.0625,-11.6875,-11.1875,0,Relax,OK
2771466,101.1875,-7.875,-49.75,0.5745849609375,0.32391357421875,-0.2744140625,-0.69976806640625,-0.19,-0.02,0.11,-1.35,7.41,6.27,30,3,3,3,3,0,930,-1,0.39396988467418,-0.0963065392258306,0.21247814660247,-8.9375,-14.625,-19.9375,0,Relax,OK
2771566,99.8125,-3.875,-50.0625,0.58319091796875,0.30078125,-0.29925537109375,-0.6927490234375,-0.69,0,0.22,-0.66,7.5,6.27,30,3,3,3,3,0,940,-1,0.375682084742905,-0.0859890420649559,0.234000247902371,-12,-16.9375,-24.9375,0,Relax,OK
2771666,99.375,-1,-49.3125,0.58758544921875,0.277587890625,-0.31201171875,-0.69305419921875,-0.31,-0.8,-0.7,-0.17,7.44,6.38,30,3,3,3,3,0,950,-1,0.359403930581492,-0.136099769725458,0.201264619118487,-13.1875,-18.1875,-26.6875,0,Relax,OK
