EulerH,EulerR,EulerP,QuaternionW,QuaternionX,QuaternionY,QuaternionZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,GravityX,GravityY,GravityZ,X_MeanAdjIntegral_0.995,Y_MeanAdjIntegral_0.995,Z_MeanAdjIntegral_0.995,GestureNumber,GestureName
70.6875,2.4375,-33.9375,-0.779968262,-0.225036621,0.186950684,0.553222656,0,0.01,-0.15,0.42,5.47,8.12,0.053024802,0.028789316,-0.013147084,0,Relax
70.5625,2.4375,-33.875,-0.780517578,-0.22454834,0.186767578,0.55267334,0.06,-0.04,-0.11,0.42,5.46,8.13,0.053518876,0.022944757,-0.027627514,0,Relax
70.5,2.375,-33.875,-0.780761719,-0.225341797,0.185974121,0.552307129,-0.01,0.16,-0.06,0.4,5.46,8.13,0.052814129,0.02775539,-0.0348277,0,Relax
70.4375,2.25,-33.8125,-0.78137207,-0.225891113,0.184692383,0.551635742,-0.07,-0.07,-0.06,0.38,5.46,8.13,0.039727788,0.032131458,-0.034668938,0,Relax
70.1875,2.0625,-33.75,-0.782714844,-0.2265625,0.182678223,0.550109863,0.02,-0.11,0.05,0.36,5.44,8.14,0.026883238,0.029024546,-0.034125605,0,Relax
69.9375,2,-33.75,-0.783813477,-0.227111816,0.18157959,0.54864502,0,-0.06,0.04,0.34,5.44,8.14,0.003115609,0.037425085,-0.023995207,0,Relax
69.75,2.0625,-33.8125,-0.784545898,-0.227600098,0.181884766,0.547363281,0,-0.27,-0.12,0.35,5.45,8.14,-0.008440392,0.028386348,-0.021729203,0,Relax
69.8125,2,-34,-0.783752441,-0.229492188,0.182617188,0.547424316,-0.16,-0.04,-0.04,0.34,5.48,8.11,-0.017009057,0.025927513,-0.034897676,0,Relax
69.8125,1.8125,-33.875,-0.784118652,-0.229187012,0.180664063,0.547729492,0.1,-0.17,0.18,0.31,5.46,8.13,-0.013278533,0.025607429,-0.015949431,0,Relax
70,1.8125,-33.9375,-0.78326416,-0.229492188,0.181335449,0.54864502,-0.05,-0.01,-0.18,0.31,5.47,8.12,-0.002059046,0.022419204,-0.028590716,0,Relax
70,1.5625,-33.875,-0.783447266,-0.230285645,0.179199219,0.54876709,0.09,-0.22,-0.01,0.27,5.46,8.13,0.002616949,0.015289967,-0.025682604,0,Relax
70.1875,0.9375,-34,-0.782165527,-0.234558105,0.175537109,0.549926758,0.2,-0.81,-1.29,0.16,5.49,8.12,0.032457877,-0.025697322,-0.081204603,5,Hit
71.1875,-4.1875,-34.4375,-0.775939941,-0.262756348,0.140930176,0.555847168,0.13,-3.73,-5.56,-0.72,5.53,8.06,0.061894592,-0.209293329,-0.37638049,5,Hit
76.0625,-24.4375,-33.375,-0.738586426,-0.346435547,-0.009338379,0.57824707,-2.53,-2.09,-3.85,-4.06,4.91,7.45,-0.051310741,-0.504225987,-0.879866598,5,Hit
81.375,-52.8125,-30.875,-0.660522461,-0.433166504,-0.230407715,0.56829834,-5.99,-0.74,-1.96,-7.81,3.04,5.08,-0.552797464,-0.431484437,-1.018885649,5,Hit
88.25,-72.3125,-33,-0.568359375,-0.493835449,-0.358947754,0.551574707,-2.37,6.82,8.76,-9.34,1.62,2.49,-1.013926223,-0.383448614,0.016844711,5,Hit
86.4375,-70.8125,-24.375,-0.587036133,-0.46282959,-0.369506836,0.552001953,-0.21,2.35,2.44,-9.26,1.32,2.92,-0.978942675,-0.066432355,0.301678241,5,Hit
84.0625,-58.125,-32.75,-0.630859375,-0.459655762,-0.258483887,0.569091797,-1.65,-0.08,0.85,-8.32,2.8,4.35,-1.011495078,0.135369317,0.493421072,5,Hit
78.9375,-41.8125,-33.8125,-0.694458008,-0.413513184,-0.139404297,0.57208252,-2.87,-0.53,1.76,-6.53,4.06,6.07,-1.173418527,0.163871525,0.648042761,5,Hit
74.125,-23.375,-31.625,-0.753051758,-0.330383301,-0.014404297,0.568847656,-2.95,-0.31,0.26,-3.89,4.71,7.66,-1.352516781,0.116155297,0.662937812,5,Hit
70.25,-4.25,-29.9375,-0.789245605,-0.233520508,0.116882324,0.555786133,-2.21,-0.89,-1.21,-0.73,4.88,8.46,-1.509619457,0.060873951,0.568309329,5,Hit
66.9375,12.5,-30.4375,-0.800354004,-0.152832031,0.236755371,0.529174805,-0.83,-0.74,-3.26,2.13,4.85,8.24,-1.529046152,-0.025304772,0.304178579,5,Hit
64.5625,22.75,-29.875,-0.801696777,-0.09576416,0.302001953,0.506835938,-0.28,-1.43,-2.96,3.79,4.5,7.83,-1.461449129,-0.146539071,-0.033198585,5,Hit
63.5,26.0625,-29.3125,-0.80255127,-0.075378418,0.320983887,0.497131348,0.28,-1.04,-1.45,4.31,4.31,7.67,-1.343776522,-0.247411936,-0.236154668,5,Hit
63.8125,25.9375,-29.25,-0.801452637,-0.075500488,0.319824219,0.499633789,0.21,-0.18,-0.17,4.28,4.32,7.68,-1.207608139,-0.279374533,-0.287968155,0,Relax
64.625,25.375,-29.625,-0.798278809,-0.078491211,0.31817627,0.505249023,0.06,0.34,0.07,4.19,4.39,7.69,-1.103488156,-0.234492738,-0.274069676,0,Relax
64.9375,25.25,-30,-0.796508789,-0.080627441,0.319274902,0.507080078,0.05,0.27,-0.11,4.18,4.44,7.67,-0.999813372,-0.18083772,-0.268840565,0,Relax
64.6875,25.3125,-30.25,-0.79699707,-0.082580566,0.320617676,0.505126953,-0.13,0.26,-0.14,4.19,4.47,7.65,-0.912612287,-0.144556386,-0.27025259,0,Relax
64.1875,25.25,-30.1875,-0.799316406,-0.08380127,0.320007324,0.501647949,-0.1,0,-0.11,4.19,4.45,7.66,-0.830907277,-0.129718825,-0.262941217,0,Relax
63.875,25.25,-30.375,-0.800537109,-0.085998535,0.3203125,0.499084473,-0.14,0.18,-0.08,4.18,4.48,7.64,-0.749735477,-0.121660575,-0.254907725,0,Relax
63.75,25.0625,-30.5,-0.801086426,-0.088195801,0.319702148,0.498352051,-0.12,-0.02,-0.17,4.16,4.5,7.64,-0.679462005,-0.116391503,-0.257604675,0,Relax
63.6875,24.5625,-30.625,-0.801574707,-0.092102051,0.317016602,0.498474121,-0.05,-0.07,-0.14,4.08,4.54,7.66,-0.610727794,-0.104815504,-0.253884729,0,Relax
64,23.9375,-31,-0.800476074,-0.097412109,0.31463623,0.500732422,-0.15,-0.03,-0.17,3.98,4.61,7.67,-0.539267044,-0.094990554,-0.245639025,0,Relax
64.375,23.0625,-31.5,-0.799194336,-0.104858398,0.311462402,0.503295898,-0.17,0.26,-0.11,3.84,4.71,7.68,-0.477442338,-0.089343545,-0.245232129,0,Relax
64.6875,22.25,-31.3125,-0.79901123,-0.107666016,0.305603027,0.506530762,0.03,0.34,0.08,3.71,4.72,7.74,-0.427013255,-0.050856571,-0.204132161,0,Relax
64.6875,22.25,-31.25,-0.799316406,-0.107055664,0.305236816,0.506469727,0.06,-0.23,-0.32,3.72,4.71,7.75,-0.35530913,-0.029917701,-0.185892371,0,Relax
64.625,22.375,-31.3125,-0.799255371,-0.107116699,0.306274414,0.505859375,-0.03,-0.17,-0.25,3.73,4.71,7.74,-0.298822409,-0.022908158,-0.192956829,0,Relax
64.4375,22.25,-31.4375,-0.799926758,-0.109191895,0.305847168,0.504638672,-0.05,0.01,-0.05,3.71,4.73,7.73,-0.248055534,-0.016193431,-0.188245187,0,Relax
64.4375,22.125,-31.4375,-0.800109863,-0.109741211,0.305053711,0.504699707,0,-0.13,-0.05,3.7,4.74,7.74,-0.197882221,-0.005457256,-0.172987732,0,Relax
64.625,22.1875,-31.5,-0.799255371,-0.109375,0.305541992,0.505859375,-0.07,-0.17,-0.2,3.7,4.74,7.74,-0.147573872,-0.001770249,-0.166511979,0,Relax
64.5,22,-31.625,-0.799743652,-0.111572266,0.304931641,0.504943848,-0.04,-0.24,-0.32,3.67,4.76,7.73,-0.101641973,-0.00387757,-0.172800978,0,Relax
64.6875,21.25,-32.125,-0.798828125,-0.118713379,0.30255127,0.506164551,-0.05,-0.25,-0.53,3.56,4.86,7.73,-0.051404418,-0.021887697,-0.19625894,0,Relax
65.5625,19.4375,-32.625,-0.796203613,-0.130554199,0.293395996,0.512817383,-0.23,0.29,0.2,3.26,4.98,7.78,-0.016861381,-0.025690761,-0.199847468,0,Relax
66.25,18,-32.75,-0.794189453,-0.137939453,0.284973145,0.518676758,0.09,0.26,0.31,3.03,5.04,7.84,0.021581567,0.013303844,-0.148340572,0,Relax
66.3125,17.625,-32.875,-0.793884277,-0.140930176,0.28326416,0.519287109,-0.09,0.28,0.11,2.97,5.07,7.84,0.063844036,0.044946871,-0.115459258,0,Relax
66.0625,17.6875,-32.9375,-0.79486084,-0.141357422,0.283752441,0.51739502,-0.15,0.02,-0.06,2.98,5.08,7.83,0.096107138,0.05281015,-0.105070461,0,Relax
65.8125,17.9375,-32.6875,-0.796325684,-0.139160156,0.283813477,0.515686035,-0.05,0.09,0.16,3.02,5.04,7.84,0.121733201,0.060422626,-0.073851195,0,Relax
65.5625,18.625,-32.625,-0.796875,-0.135559082,0.287841797,0.51361084,-0.03,-0.05,-0.28,3.13,5.01,7.82,0.161756982,0.061236578,-0.069722614,0,Relax
65.375,19,-32.6875,-0.797302246,-0.133911133,0.290405273,0.511962891,-0.08,-0.04,-0.26,3.19,5,7.8,0.194145709,0.057854895,-0.082442812,0,Relax
65.3125,18.9375,-32.625,-0.797729492,-0.134094238,0.289672852,0.51159668,-0.17,-0.03,0.08,3.18,5,7.8,0.224013485,0.057603016,-0.079972468,0,Relax
65.25,19.0625,-32.625,-0.797851563,-0.133422852,0.290466309,0.511108398,0.01,0,0.05,3.2,4.99,7.8,0.251343135,0.063290604,-0.055066037,0,Relax
65.25,19.375,-32.6875,-0.797302246,-0.132141113,0.293212891,0.510803223,0.03,-0.14,-0.27,3.26,5,7.77,0.284985282,0.061939379,-0.0551383,0,Relax
65.25,19.4375,-32.75,-0.797119141,-0.132263184,0.293762207,0.510742188,0.03,-0.08,-0.24,3.26,5,7.77,0.31370333,0.063719364,-0.065696703,0,Relax
65.25,19.3125,-32.75,-0.797485352,-0.132995605,0.292419434,0.510681152,0,-0.06,-0.03,3.24,5,7.78,0.33769869,0.068646832,-0.057318524,0,Relax
65.1875,19.1875,-32.75,-0.797607422,-0.133911133,0.292175293,0.510375977,-0.01,0.03,-0.15,3.22,5.01,7.78,0.364782834,0.072343891,-0.047638664,0,Relax
65.1875,19.1875,-32.875,-0.797607422,-0.134521484,0.292297363,0.510192871,-0.07,-0.12,-0.2,3.22,5.02,7.77,0.387460884,0.073928394,-0.042957557,0,Relax
65.125,19,-32.9375,-0.797851563,-0.135864258,0.291320801,0.510009766,-0.01,0.09,-0.09,3.19,5.04,7.78,0.407079194,0.077048717,-0.039103773,0,Relax
65.125,18.9375,-32.9375,-0.797973633,-0.136657715,0.290893555,0.509887695,-0.09,-0.05,-0.05,3.18,5.04,7.78,0.431822462,0.080487898,-0.026422147,0,Relax
65.125,18.9375,-33,-0.797851563,-0.136901855,0.29095459,0.50994873,-0.08,-0.03,-0.07,3.18,5.05,7.77,0.447595899,0.083320561,-0.020650288,0,Relax
65.125,18.875,-33,-0.797912598,-0.137390137,0.290710449,0.509887695,-0.12,-0.1,0,3.17,5.05,7.78,0.467500531,0.086218919,-0.013126934,0,Relax
65.125,18.875,-33.0625,-0.797790527,-0.137573242,0.291259766,0.50970459,-0.05,0.01,-0.21,3.18,5.06,7.77,0.488390994,0.091136297,-0.006979425,0,Relax
65.125,18.9375,-33.125,-0.797668457,-0.138000488,0.291687012,0.50958252,-0.09,-0.15,-0.1,3.18,5.07,7.76,0.502174003,0.090000234,-0.002760303,0,Relax
65.125,18.875,-33.1875,-0.797485352,-0.13848877,0.291931152,0.509521484,-0.05,-0.04,-0.07,3.18,5.08,7.75,0.520489783,0.084510442,-0.000701879,0,Relax
65.1875,18.875,-33.25,-0.797241211,-0.13861084,0.292114258,0.509765625,0.02,0.04,-0.21,3.18,5.08,7.75,0.538807178,0.081915375,-0.006812958,0,Relax
65.1875,18.875,-33.25,-0.797241211,-0.13861084,0.292053223,0.509765625,-0.03,0.02,-0.21,3.18,5.08,7.75,0.550429942,0.076530969,-0.027213137,0,Relax
65.125,18.8125,-33.25,-0.797546387,-0.139465332,0.291442871,0.509460449,-0.1,-0.06,-0.14,3.16,5.09,7.75,0.54755417,0.068440004,-0.040447837,0,Relax
65.0625,18.75,-33.3125,-0.797668457,-0.140258789,0.291137695,0.509216309,-0.03,-0.07,-0.14,3.15,5.1,7.75,0.540338642,0.064771824,-0.026057631,0,Relax
65.0625,18.75,-33.3125,-0.797668457,-0.140319824,0.29107666,0.509216309,-0.09,-0.12,-0.12,3.15,5.1,7.75,0.531011666,0.064284154,-0.011890236,0,Relax
65.0625,18.6875,-33.3125,-0.797607422,-0.140808105,0.29095459,0.509216309,-0.12,-0.07,-0.09,3.14,5.1,7.75,0.517305679,0.067405608,0.001654018,0,Relax
65.0625,18.5625,-33.375,-0.797668457,-0.141662598,0.290466309,0.509216309,-0.03,0,-0.1,3.12,5.11,7.75,0.501453242,0.072926501,0.022296084,0,Relax
65.0625,18.5625,-33.375,-0.797668457,-0.141906738,0.290527344,0.509094238,-0.04,-0.09,-0.11,3.12,5.12,7.75,0.482737679,0.077231239,0.039273539,0,Relax
65.0625,18.5,-33.4375,-0.797729492,-0.14263916,0.290466309,0.508850098,-0.05,-0.05,-0.04,3.12,5.13,7.75,0.45782747,0.081099634,0.055661841,0,Relax
65,18.5,-33.4375,-0.797973633,-0.142700195,0.290344238,0.508483887,-0.08,-0.09,-0.11,3.12,5.12,7.75,0.435630235,0.081657904,0.065208577,0,Relax
65,18.5,-33.4375,-0.798034668,-0.14276123,0.290100098,0.508483887,-0.14,-0.12,-0.08,3.11,5.12,7.75,0.409340232,0.076034221,0.069162109,0,Relax
64.9375,18.5,-33.5,-0.798034668,-0.143188477,0.290161133,0.508361816,-0.07,-0.07,-0.18,3.11,5.13,7.75,0.388916717,0.070223965,0.068809886,0,Relax
64.9375,18.5,-33.5,-0.798034668,-0.143432617,0.290283203,0.508300781,-0.06,-0.05,-0.19,3.11,5.13,7.75,0.368631895,0.067152328,0.0680949,0,Relax
64.9375,18.4375,-33.5,-0.798156738,-0.143554688,0.289794922,0.508239746,-0.09,-0.09,-0.14,3.1,5.13,7.75,0.347633809,0.06203267,0.068340451,0,Relax
64.9375,18.4375,-33.5,-0.798278809,-0.143737793,0.289611816,0.508178711,-0.12,-0.04,-0.09,3.1,5.13,7.75,0.330987152,0.056764835,0.068696239,0,Relax
64.9375,18.375,-33.5,-0.798339844,-0.143859863,0.289367676,0.508178711,-0.06,-0.05,-0.14,3.09,5.13,7.75,0.313791422,0.054923233,0.066237838,0,Relax
64.875,18.3125,-33.4375,-0.79876709,-0.143981934,0.288757324,0.5078125,-0.1,-0.06,0.01,3.08,5.13,7.76,0.296254663,0.054335544,0.069121077,0,Relax
64.75,18.4375,-33.375,-0.799255371,-0.143310547,0.289306641,0.506896973,-0.13,-0.13,-0.11,3.11,5.12,7.76,0.277574916,0.049816346,0.075436346,0,Relax
64.6875,18.25,-33.3125,-0.799987793,-0.145080566,0.286254883,0.507019043,0.21,-1.53,-1.76,3.04,5.12,7.78,0.271709927,-0.002323095,0.005634342,5,Hit
65.75,12.625,-35.875,-0.794555664,-0.190795898,0.261535645,0.513671875,-0.32,-3.07,-4.93,1.94,5.65,7.77,0.310151903,-0.292289563,-0.395818907,5,Hit
72.125,-5.8125,-35.3125,-0.769287109,-0.275756836,0.13458252,0.56036377,-3.02,-3.37,-5.43,-1.44,5.6,7.92,0.138991232,-0.613635341,-0.841682195,5,Hit
80,-38.5,-31.1875,-0.699462891,-0.389282227,-0.118408203,0.587524414,-12.59,-1.04,-0.05,-6.61,3.68,6.23,-0.456934079,-0.64120026,-1.199921955,5,Hit
86.0625,-69.6875,-29.75,-0.589355469,-0.474914551,-0.352416992,0.550354004,-6.18,-4.8,23.04,-9.3,1.57,2.66,-1.316747037,-0.583581633,-0.587533618,5,Hit
90.25,-71.4375,-29.5,-0.563415527,-0.489807129,-0.349121094,0.566345215,-0.64,1.25,3.25,-9.25,1.54,2.84,-1.370815274,-0.177768125,0.44796676,5,Hit
86.5625,-55.9375,-33.6875,-0.623046875,-0.463989258,-0.227722168,0.587097168,-3.08,3.44,2.04,-7.91,3.24,4.78,-1.453457612,0.049950849,0.730535034,5,Hit
77.75,-33.5,-33.3125,-0.716674805,-0.382080078,-0.077087402,0.578308105,-3.94,0.28,1.88,-5.07,4.57,7.03,-1.701670326,0.1677525,0.869592352,5,Hit
70.125,-9.25,-30.3125,-0.787353516,-0.260375977,0.080322266,0.552978516,-4.07,-1.37,-1.31,-1.17,4.89,8.41,-1.974775883,0.089870566,0.862890015,5,Hit
64.75,13.375,-30.75,-0.809020996,-0.154724121,0.241333008,0.513122559,-2.92,-2.03,-4.3,2.27,4.88,8.19,-2.178824683,-0.08230151,0.563091741,5,Hit
61,26.875,-30.75,-0.809570313,-0.086730957,0.330810547,0.477111816,-0.4,-2.83,-4.34,4.44,4.47,7.51,-2.131175721,-0.292538722,0.094588903,5,Hit
60.0625,30,-30,-0.809509277,-0.06652832,0.347839355,0.468261719,0.63,-2.15,-3.13,4.91,4.25,7.34,-1.964733887,-0.453784464,-0.205880066,5,Hit
61.375,27.4375,-29.6875,-0.808959961,-0.075500488,0.33013916,0.48046875,-0.13,-0.15,0.33,4.52,4.3,7.55,-1.779680722,-0.468450595,-0.244780177,0,Relax
62.6875,26.625,-29.125,-0.805603027,-0.073120117,0.323120117,0.491149902,0.29,0.52,1.36,4.4,4.26,7.65,-1.639439243,-0.342786273,-0.048502168,0,Relax
62.875,28.6875,-29.75,-0.800476074,-0.064147949,0.339477539,0.489807129,0.18,0.09,-1.58,4.71,4.26,7.46,-1.463593016,-0.301402724,-0.110782589,0,Relax
63.125,29.1875,-29.5625,-0.798950195,-0.059692383,0.341918945,0.491149902,-0.17,0.42,-1.14,4.78,4.22,7.44,-1.328336694,-0.291310232,-0.203358389,0,Relax
62.75,28.4375,-29.125,-0.80267334,-0.062316895,0.334899902,0.489562988,0.02,0.19,-0.29,4.67,4.19,7.53,-1.21825577,-0.245379884,-0.194072887,0,Relax
62.0625,28.1875,-29.25,-0.805603027,-0.066650391,0.333435059,0.485107422,-0.04,-0.09,-0.13,4.63,4.22,7.53,-1.088971962,-0.214303673,-0.167026233,0,Relax
61.6875,28.3125,-29.5,-0.80645752,-0.06829834,0.335449219,0.482116699,-0.19,-0.18,-0.12,4.65,4.25,7.5,-0.978772689,-0.191759505,-0.147633714,0,Relax
61.875,28.4375,-29.75,-0.805236816,-0.068908691,0.337219238,0.482849121,-0.23,0.05,-0.23,4.67,4.28,7.48,-0.875024526,-0.170301011,-0.144912082,0,Relax
61.9375,28.3125,-29.8125,-0.805053711,-0.069763184,0.336853027,0.483276367,-0.14,-0.11,-0.16,4.65,4.29,7.48,-0.777297881,-0.149610692,-0.135697382,0,Relax
62,28.1875,-29.875,-0.804870605,-0.070678711,0.336120605,0.483886719,-0.05,0.01,-0.21,4.63,4.3,7.49,-0.682701584,-0.135082285,-0.123532284,0,Relax
62.125,28,-29.9375,-0.804382324,-0.071594238,0.335510254,0.485046387,0.07,-0.12,-0.2,4.61,4.32,7.49,-0.583582091,-0.112291821,-0.11644967,0,Relax
62.125,28.125,-30,-0.804199219,-0.071838379,0.336486816,0.484680176,-0.01,-0.09,-0.33,4.62,4.33,7.48,-0.483905707,-0.094154527,-0.107921593,0,Relax
62.375,28.1875,-30.1875,-0.802856445,-0.071655273,0.337768555,0.486083984,-0.23,-0.16,-0.2,4.63,4.34,7.46,-0.40597076,-0.070837358,-0.108411423,0,Relax
62.1875,28.125,-30.4375,-0.803222656,-0.07409668,0.338439941,0.484558105,-0.08,-0.05,-0.21,4.62,4.38,7.45,-0.322790353,-0.059245904,-0.101845584,0,Relax
62.1875,28.0625,-30.5625,-0.802978516,-0.075073242,0.338195801,0.484985352,-0.12,-0.15,-0.08,4.61,4.39,7.45,-0.253840616,-0.046416334,-0.086545032,0,Relax
62.3125,28,-30.5625,-0.80255127,-0.075439453,0.338195801,0.485595703,-0.04,-0.13,-0.17,4.6,4.4,7.45,-0.177947368,-0.028185394,-0.071202692,0,Relax
62.375,28,-30.625,-0.802307129,-0.075317383,0.338378906,0.485900879,-0.06,-0.39,-0.22,4.6,4.41,7.44,-0.109715267,-0.025219798,-0.060766394,0,Relax
62.5,27.6875,-31.5625,-0.800537109,-0.082702637,0.340698242,0.486022949,-0.11,-0.15,-0.81,4.54,4.56,7.39,-0.038734045,-0.039834704,-0.099679537,0,Relax
62.9375,26.3125,-31.375,-0.801086426,-0.088989258,0.331176758,0.490539551,-0.02,-0.17,-0.41,4.32,4.59,7.5,0.019977645,-0.014867523,-0.109128746,0,Relax
63.125,24.625,-31.1875,-0.802978516,-0.097290039,0.319335938,0.493713379,0.25,-0.08,-0.36,4.06,4.63,7.62,0.092940543,-0.005961644,-0.103923444,0,Relax
61.625,23.1875,-29.9375,-0.813842773,-0.101135254,0.302734375,0.485595703,-0.01,2.04,-0.64,3.85,4.44,7.84,0.179838394,0.23734363,-0.14345167,7,DragLeft
52.1875,23.75,-27,-0.85534668,-0.102600098,0.286254883,0.419494629,-0.49,2.89,-0.54,3.98,4.01,8.01,0.220820116,0.54198403,-0.192432409,7,DragLeft
33.5625,25.5625,-20.5,-0.919311523,-0.092712402,0.263061523,0.277709961,-2.71,1.53,0.5,4.25,2.96,8.32,0.15535362,0.853685607,-0.198503058,7,DragLeft
12.5,27.1875,-13.75,-0.959533691,-0.083007813,0.247436523,0.10546875,-2.79,-3.58,1.9,4.49,1.96,8.49,-0.021896282,0.665981462,-0.047142507,7,DragLeft
0,28,-10.1875,-0.96661377,-0.080871582,0.243225098,0.000427246,-1.51,-2.26,0.4,4.61,1.53,8.51,-0.15886223,0.310711722,0.113828523,7,DragLeft
356.875,28.1875,-8.9375,-0.966796875,-0.077331543,0.242248535,-0.025878906,-0.54,-0.53,-0.18,4.63,1.34,8.53,-0.144059039,0.140429376,0.130971257,7,DragLeft
359.5625,28.375,-9.875,-0.966064453,-0.079040527,0.245849609,-0.003601074,-0.73,-0.85,-0.14,4.66,1.48,8.49,-0.139517787,0.069867284,0.125709419,7,DragLeft
8.75,27.625,-10.625,-0.964294434,-0.066040039,0.245544434,0.073974609,-1.1,-2.4,0.13,4.54,1.6,8.53,-0.126504704,-0.107835657,0.162036171,7,DragLeft
23.5625,25.6875,-13.6875,-0.947937012,-0.062561035,0.241760254,0.197692871,-1.38,-1.56,0.63,4.25,2.1,8.58,-0.169989324,-0.233918896,0.216209414,7,DragLeft
40.625,21.375,-17.5625,-0.910888672,-0.070617676,0.2265625,0.337646484,-1.78,-0.18,1.22,3.58,2.76,8.7,-0.217742068,-0.223969457,0.199927534,7,DragLeft
57.5,17.3125,-22.125,-0.850769043,-0.088989258,0.223815918,0.467041016,-1.95,1.76,0.94,2.91,3.53,8.66,-0.290149445,-0.138692257,0.28477984,7,DragLeft
70.0625,15.125,-26.3125,-0.790649414,-0.103759766,0.237976074,0.554504395,-0.73,2.6,-0.28,2.56,4.19,8.48,-0.314397224,0.131832664,0.311334313,7,DragLeft
75.4375,14.625,-28.125,-0.761352539,-0.10736084,0.249023438,0.588867188,0.34,1.81,-1.07,2.47,4.47,8.36,-0.201873208,0.376185601,0.226260381,7,DragLeft
75.5,14.375,-28.5,-0.760559082,-0.111206055,0.249511719,0.588989258,0.61,0.56,-0.5,2.43,4.54,8.34,-0.05543667,0.463849117,0.140063672,0,Relax
74.25,13.8125,-29.125,-0.766296387,-0.12097168,0.247680664,0.580383301,0.19,0.05,0.25,2.34,4.63,8.31,0.08812899,0.483391889,0.140741504,0,Relax
72.8125,14,-29.5625,-0.772521973,-0.125915527,0.249633789,0.570129395,0.02,-0.3,0.27,2.37,4.69,8.27,0.190915989,0.468523969,0.172773346,0,Relax
71.875,14.3125,-30.125,-0.775878906,-0.129760742,0.253723145,0.562805176,-0.12,-0.21,0,2.42,4.77,8.21,0.273274434,0.436513674,0.177292566,0,Relax
71.375,14.1875,-30.3125,-0.778259277,-0.13293457,0.253051758,0.559143066,-0.22,-0.07,0.18,2.4,4.8,8.2,0.34209877,0.400053736,0.186211896,0,Relax
71.25,13.9375,-30.375,-0.778686523,-0.134765625,0.25177002,0.558654785,0,0.09,0.14,2.36,4.81,8.2,0.409751973,0.383791558,0.197995563,0,Relax
71.5,13.9375,-30.4375,-0.777404785,-0.134887695,0.252441406,0.560119629,0.11,0.09,-0.04,2.36,4.82,8.2,0.486876209,0.377447629,0.19436455,0,Relax
71.5,14,-30.6875,-0.776977539,-0.135742188,0.253845215,0.559814453,0.08,-0.04,-0.03,2.37,4.85,8.18,0.567717703,0.36320045,0.17593365,0,Relax
71.5,14.0625,-30.9375,-0.776428223,-0.136962891,0.255554199,0.559509277,0.05,0.07,0.03,2.39,4.89,8.15,0.635239789,0.344070767,0.154421601,0,Relax
71.5625,14.1875,-31.0625,-0.776000977,-0.137268066,0.257141113,0.559387207,0.04,0,-0.06,2.4,4.9,8.14,0.68218359,0.327721518,0.124753288,0,Relax
71.375,14.25,-31,-0.776794434,-0.137023926,0.257141113,0.558288574,0,-0.18,-0.06,2.41,4.9,8.14,0.708374466,0.314046901,0.117467915,0,Relax
71,14.1875,-31.25,-0.778137207,-0.139465332,0.25769043,0.555603027,-0.02,-0.03,-0.1,2.41,4.93,8.12,0.731421206,0.306056562,0.110309014,0,Relax
70.8125,14.0625,-31.375,-0.778930664,-0.141479492,0.256835938,0.554321289,0.04,-0.06,0.05,2.38,4.95,8.12,0.747878553,0.29785955,0.126336282,0,Relax
70.8125,14,-31.5625,-0.778747559,-0.142944336,0.257385254,0.553955078,0.02,0.11,0.06,2.37,4.98,8.1,0.757371593,0.292835862,0.149345349,0,Relax
70.8125,14.0625,-31.625,-0.778564453,-0.143066406,0.258056641,0.553894043,-0.02,0.04,0.17,2.38,4.98,8.09,0.756348614,0.285726922,0.171244541,0,Relax
70.875,14.1875,-31.75,-0.778015137,-0.142944336,0.25994873,0.553771973,0,0.06,-0.03,2.41,5,8.08,0.750924616,0.271750615,0.174668126,0,Relax
70.875,14.25,-31.9375,-0.777648926,-0.143676758,0.261169434,0.553588867,0.04,0.04,0,2.42,5.02,8.06,0.745395421,0.254856747,0.170490408,0,Relax
70.6875,14.375,-32,-0.778259277,-0.143798828,0.262207031,0.552185059,0.08,0.09,-0.12,2.44,5.03,8.05,0.745044453,0.24252787,0.15671218,0,Relax
70.4375,14.375,-31.5625,-0.780273438,-0.141540527,0.25970459,0.551086426,-0.02,-0.25,0.05,2.44,4.97,8.09,0.740488207,0.215440319,0.149777249,0,Relax
70.1875,14.4375,-31.75,-0.781066895,-0.142883301,0.260620117,0.549194336,-0.03,-0.12,0.05,2.45,4.99,8.07,0.725350571,0.193383711,0.151387617,0,Relax
70.0625,14.375,-32.125,-0.780944824,-0.146179199,0.262084961,0.547790527,-0.07,-0.08,0.17,2.44,5.05,8.04,0.718407142,0.1679157,0.148171597,0,Relax
70.125,14.3125,-32.1875,-0.780517578,-0.146728516,0.261779785,0.548400879,0.11,0,0.21,2.42,5.06,8.04,0.724781068,0.147040903,0.158213205,0,Relax
70.3125,14.3125,-32,-0.779907227,-0.145141602,0.261413574,0.549865723,-0.03,0.04,-0.02,2.43,5.03,8.05,0.719614907,0.135030317,0.160486845,0,Relax
70.5,14.25,-31.875,-0.779541016,-0.14465332,0.260314941,0.551025391,-0.01,-0.12,0.05,2.41,5.02,8.06,0.707952859,0.11957399,0.156605383,0,Relax
70.625,14.1875,-31.875,-0.778869629,-0.144836426,0.260131836,0.552001953,0.04,-0.07,-0.06,2.4,5.02,8.06,0.70404764,0.107005979,0.142875872,0,Relax
