EulerH,EulerR,EulerP,QuaternionW,QuaternionX,QuaternionY,QuaternionZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,GravityX,GravityY,GravityZ,X_MeanAdjIntegral_0.995,Y_MeanAdjIntegral_0.995,Z_MeanAdjIntegral_0.995,GestureNumber,GestureName
59.4375,1.375,-23.0625,-0.850830078,-0.167297363,0.110107422,0.485778809,-4.78,0.57,-1.16,0.24,3.84,9.01,-0.472765966,0.200349052,0.171489744,2,Pull
52.375,-1.6875,-22.8125,-0.879394531,-0.184448242,0.073852539,0.432617188,0.23,-1.6,0.64,-0.29,3.8,9.03,-0.642389469,0.159797495,0.13789301,2,Pull
54.625,-6.4375,-28.75,-0.85925293,-0.246459961,0.061889648,0.443969727,4.27,-0.26,0.3,-1.1,4.69,8.53,-0.339760647,0.114379335,0.187236149,2,Pull
59.5,-9.1875,-37.1875,-0.8203125,-0.316162109,0.083496094,0.469177246,3.43,-3.19,1.65,-1.56,5.85,7.7,0.124971444,-0.036540786,0.276926377,2,Pull
61.125,-8.5625,-35.125,-0.818786621,-0.297729492,0.084350586,0.483581543,2.35,0.35,0.55,-1.46,5.58,7.92,0.334439778,-0.098523687,0.385866781,2,Pull
58.4375,-4.8125,-30.9375,-0.840148926,-0.25390625,0.09185791,0.470397949,3.22,-0.72,-0.22,-0.82,5.03,8.37,0.561983085,-0.142488705,0.376161913,2,Pull
55.5625,0.125,-25,-0.863525391,-0.190979004,0.102539063,0.455383301,2.79,-1.35,-0.52,0.03,4.15,8.88,0.824110517,-0.200986336,0.363585882,2,Pull
55.625,1.875,-20.25,-0.869506836,-0.146789551,0.095825195,0.461730957,0.14,-1.67,0.06,0.3,3.37,9.2,0.913140013,-0.297539636,0.315039198,2,Pull
59.9375,-1.625,-19.1875,-0.852722168,-0.149169922,0.064758301,0.496459961,-5.66,1.29,2.08,-0.36,3.12,9.28,0.578538125,-0.165033329,0.321710108,2,Pull
62.9375,-3.5,-18.9375,-0.83996582,-0.156738281,0.059753418,0.516052246,-2.88,0.49,-0.26,-0.6,3.18,9.25,0.067870926,-0.015294471,0.355328672,2,Pull
64.5625,-2.5,-20.5,-0.831604004,-0.162597656,0.07623291,0.52557373,-0.74,0,-1.03,-0.41,3.46,9.16,-0.087871669,-0.012028029,0.270662193,2,Pull
65.625,-2,-22.4375,-0.824157715,-0.173583984,0.090209961,0.531494141,-0.01,0.42,-0.2,-0.34,3.76,9.04,-0.103836634,0.0112778,0.20209174,0,Relax
66.25,-1.875,-23.6875,-0.819396973,-0.181518555,0.097961426,0.534851074,0.54,0.01,-0.22,-0.33,3.96,8.96,-0.073042952,0.0270348,0.177604907,0,Relax
66.125,-2.125,-24.3125,-0.818847656,-0.187072754,0.099121094,0.533508301,-0.14,-0.38,0.29,-0.36,4.06,8.91,-0.065274202,0.004737644,0.192659903,0,Relax
66.375,-2.375,-24.5625,-0.817321777,-0.189758301,0.098571777,0.53503418,0.32,-0.25,0.23,-0.41,4.07,8.9,-0.050249544,-0.004167079,0.209796416,0,Relax
66.75,-2.5,-23.875,-0.816589355,-0.185180664,0.095275879,0.538391113,0.07,-0.42,0.19,-0.43,3.96,8.95,-0.021935877,-0.032120547,0.214425581,0,Relax
67.6875,-2.5625,-23.25,-0.813049316,-0.180236816,0.092956543,0.545776367,-0.1,0.12,-0.17,-0.44,3.86,8.99,-0.023843618,-0.020607246,0.19704241,0,Relax
68.3125,-2.5,-23.3125,-0.809997559,-0.179992676,0.094787598,0.550048828,-0.15,0.07,-0.03,-0.43,3.88,8.99,-0.027383792,0.005050599,0.165831157,0,Relax
68.75,-2.5625,-23.5625,-0.807617188,-0.181762695,0.096252441,0.552612305,-0.12,-0.07,-0.13,-0.44,3.92,8.97,-0.030288568,0.002347111,0.149877813,0,Relax
69.125,-2.625,-23.6875,-0.805480957,-0.182800293,0.097045898,0.555297852,-0.03,-0.05,-0.13,-0.45,3.94,8.96,-0.038397445,-0.007161953,0.138621679,0,Relax
69.6875,-2.625,-23.75,-0.80279541,-0.182678223,0.098205566,0.559020996,0.21,-0.34,-0.13,-0.45,3.95,8.96,-0.022237394,-0.014661528,0.128188094,0,Relax
70.625,-2.8125,-23.5625,-0.798400879,-0.18145752,0.097351074,0.565856934,-0.08,0.22,0.19,-0.48,3.92,8.97,-0.01610073,-0.023459182,0.12740077,0,Relax
71.125,-2.75,-23.5625,-0.795837402,-0.180725098,0.098815918,0.569396973,0.14,0.25,-0.02,-0.47,3.92,8.97,-0.011713124,0.011169635,0.126084238,0,Relax
70.9375,-2.5625,-23.6875,-0.796691895,-0.180603027,0.100524902,0.567932129,0.07,0,-0.07,-0.44,3.94,8.96,0.003906497,0.026499943,0.117236597,0,Relax
70.5,-2.0625,-23.875,-0.798522949,-0.179931641,0.104553223,0.564819336,0,-0.16,-0.08,-0.35,3.97,8.95,0.009233089,0.025884902,0.099519946,0,Relax
70.25,-1.625,-24.125,-0.799499512,-0.179443359,0.108520508,0.562866211,-0.06,-0.15,-0.05,-0.27,4.01,8.94,0.003124004,0.019483516,0.083659624,0,Relax
69.9375,-1.5,-23.9375,-0.801330566,-0.178039551,0.107727051,0.560852051,-0.07,-0.14,0.15,-0.26,3.98,8.95,-0.001064389,0.009246249,0.080458748,0,Relax
69.6875,-1.0625,-23.8125,-0.80291748,-0.174926758,0.109863281,0.559143066,0.07,-0.14,-0.17,-0.18,3.95,8.96,0.000578766,0.004499057,0.065258772,0,Relax
69.6875,-0.75,-23.75,-0.803039551,-0.173339844,0.111938477,0.559082031,-0.05,-0.03,-0.03,-0.13,3.95,8.97,-0.00194515,0.010420714,0.045740499,0,Relax
69.6875,-0.625,-23.9375,-0.80267334,-0.17388916,0.113708496,0.559082031,0.02,0.05,-0.14,-0.11,3.98,8.96,-0.000247174,0.014624162,0.029085713,0,Relax
69.5625,-0.5625,-24.1875,-0.80291748,-0.175231934,0.115112305,0.558044434,-0.05,0.1,-0.08,-0.1,4.01,8.94,-0.004589405,0.013946126,0.01454604,0,Relax
69.5625,-0.625,-24.25,-0.802978516,-0.176147461,0.115112305,0.557678223,0.13,-0.02,0.06,-0.11,4.03,8.93,0.005763987,0.009714346,0.007608528,0,Relax
69.6875,-0.625,-24.3125,-0.802124023,-0.176574707,0.115783691,0.55859375,-0.04,-0.05,0.15,-0.11,4.04,8.93,0.005287802,0.012600709,0.014923576,0,Relax
69.8125,-0.4375,-24.5,-0.801269531,-0.176635742,0.118530273,0.559204102,-0.12,-0.07,0.1,-0.07,4.07,8.91,0.004578888,0.013642541,0.018397035,0,Relax
69.8125,-0.1875,-24.5625,-0.80090332,-0.176025391,0.120422363,0.559509277,0,-0.1,-0.11,-0.03,4.08,8.91,0.00352285,0.010780405,0.008169225,0,Relax
69.875,-0.0625,-24.6875,-0.800537109,-0.176208496,0.122314453,0.559631348,0.06,0.05,-0.1,-0.01,4.1,8.9,0.007441101,0.010829561,-0.00261408,0,Relax
69.875,-0.0625,-24.6875,-0.80065918,-0.176086426,0.122070313,0.559509277,0.07,0.11,0.03,-0.01,4.1,8.9,0.012815364,0.016590913,-0.005561182,0,Relax
69.6875,0,-24.75,-0.801391602,-0.175964355,0.122680664,0.558349609,0,-0.04,0.04,0,4.1,8.9,0.016460055,0.02072632,-0.009188411,0,Relax
69.5625,0.1875,-24.75,-0.802001953,-0.175354004,0.124023438,0.557312012,0.01,0.07,-0.14,0.03,4.11,8.9,0.018304946,0.019776618,-0.016612356,0,Relax
69.5,0.375,-24.9375,-0.802124023,-0.175720215,0.126037598,0.55657959,0,-0.17,-0.26,0.06,4.14,8.88,0.024744158,0.011990131,-0.022939491,0,Relax
69.4375,0.375,-25.3125,-0.801635742,-0.178466797,0.127990723,0.555969238,0.03,0.33,-0.31,0.06,4.2,8.85,0.021773929,0.013989534,-0.039181537,0,Relax
69.4375,0.25,-24.6875,-0.802856445,-0.174560547,0.124267578,0.556335449,0.02,0,0.07,0.05,4.08,8.91,0.023894717,0.016904863,-0.038875076,0,Relax
69.5,0.4375,-24.3125,-0.803100586,-0.170776367,0.123596191,0.557312012,0.13,0.16,-0.19,0.08,4.03,8.93,0.029987654,0.010093684,-0.034781115,0,Relax
69.5625,0.5,-24.25,-0.802734375,-0.16986084,0.124145508,0.557983398,-0.09,0.1,-0.06,0.09,4.03,8.93,0.03173578,0.023999527,-0.047730679,0,Relax
69.4375,0.5625,-24.3125,-0.803283691,-0.170349121,0.124694824,0.556884766,0,-0.29,-0.17,0.1,4.04,8.93,0.030135424,0.018407105,-0.058074013,0,Relax
69.4375,0.5,-24.4375,-0.803222656,-0.171203613,0.124694824,0.556762695,-0.05,-0.09,-0.07,0.09,4.05,8.92,0.028509435,0.013887123,-0.064738083,0,Relax
69.375,0.375,-24.5,-0.803222656,-0.172302246,0.123962402,0.556518555,0,-0.17,0.09,0.07,4.06,8.92,0.032666402,0.018326669,-0.061235491,0,Relax
69.375,0.5,-24.5,-0.803283691,-0.171936035,0.124755859,0.55645752,0.04,0.03,-0.14,0.08,4.06,8.92,0.037263825,0.018542206,-0.060480492,0,Relax
69.375,0.5,-24.4375,-0.803466797,-0.17175293,0.124633789,0.556274414,0.01,-0.07,-0.07,0.09,4.06,8.92,0.038188728,0.024259108,-0.064450165,0,Relax
69.25,0.5,-24.5,-0.803833008,-0.172119141,0.124755859,0.555603027,0,-0.24,-0.07,0.09,4.07,8.92,0.03593392,0.016497349,-0.073452121,0,Relax
69.375,0.5,-24.6875,-0.803039551,-0.173339844,0.125915527,0.556030273,0.03,-0.06,-0.03,0.09,4.1,8.9,0.030684725,0.020629229,-0.075958467,0,Relax
69.3125,0.5625,-25.0625,-0.80279541,-0.175415039,0.127929688,0.555358887,-0.06,-0.2,0.03,0.1,4.15,8.88,0.015272005,0.030360538,-0.077419727,0,Relax
69.25,0.5625,-25.3125,-0.802856445,-0.177368164,0.129089355,0.554382324,-0.08,-0.22,0.05,0.1,4.19,8.86,0.000548785,0.024986958,-0.078329309,0,Relax
69.1875,0.5625,-25.3125,-0.802856445,-0.177429199,0.12890625,0.554382324,0.05,-0.11,0,0.1,4.19,8.86,-0.004158657,0.025704569,-0.075283251,0,Relax
69.1875,0.5625,-25.3125,-0.802856445,-0.177612305,0.128967285,0.554321289,0.09,0,-0.04,0.1,4.19,8.86,0.004474389,0.026171269,-0.070023528,0,Relax
69.1875,0.5625,-25.3125,-0.802978516,-0.177734375,0.12902832,0.554016113,0.01,-0.13,-0.08,0.1,4.2,8.86,0.009072382,0.024234328,-0.065553566,0,Relax
69.25,0.5625,-25.375,-0.80267334,-0.178222656,0.129272461,0.554260254,0.01,0.05,-0.14,0.09,4.21,8.85,0.021459311,0.020957517,-0.069209198,0,Relax
69.25,0.5625,-25.4375,-0.80255127,-0.178649902,0.129577637,0.554199219,0.08,0.06,-0.05,0.09,4.22,8.85,0.040861143,0.024202276,-0.068031455,0,Relax
69.1875,0.5625,-25.4375,-0.80291748,-0.178710938,0.129394531,0.553771973,-0.05,-0.06,0.03,0.09,4.22,8.85,0.059091774,0.019531215,-0.063237062,0,Relax
69.125,0.625,-25.5,-0.803100586,-0.178588867,0.130371094,0.553283691,-0.03,-0.14,-0.01,0.11,4.22,8.84,0.058581902,0.014263881,-0.057926752,0,Relax
69.125,0.6875,-25.5,-0.803100586,-0.178405762,0.130554199,0.553344727,-0.02,-0.06,-0.05,0.12,4.22,8.84,0.055021273,0.008518323,-0.054155849,0,Relax
69.125,0.6875,-25.5,-0.802978516,-0.178405762,0.130554199,0.553466797,-0.01,-0.12,-0.02,0.11,4.22,8.84,0.052445594,0.005897765,-0.052296764,0,Relax
69.125,0.6875,-25.4375,-0.803039551,-0.17791748,0.130432129,0.553588867,0.07,-0.16,-0.1,0.12,4.21,8.85,0.051650917,0.00579193,-0.051983362,0,Relax
69.125,0.6875,-25.5,-0.80291748,-0.178283691,0.130859375,0.553527832,0,0.03,-0.11,0.12,4.22,8.84,0.056504315,0.009938621,-0.05575715,0,Relax
68.6875,0.75,-25.25,-0.805480957,-0.176330566,0.129272461,0.550842285,-5.64,1.7,0.9,0.13,4.15,8.88,-0.091036609,0.062924247,0.001896354,2,Pull
61.75,0.375,-21.4375,-0.843139648,-0.15826416,0.098693848,0.504272461,-4.62,0.28,-1.79,0.03,3.56,9.13,-0.779683428,0.173911362,-0.068536682,2,Pull
54,-4.1875,-22.0625,-0.873718262,-0.1875,0.053344727,0.445678711,2.67,-0.51,1.08,-0.83,3.77,9.01,-0.775854885,0.077096182,-0.125501538,2,Pull
54.9375,-10.25,-27.0625,-0.859069824,-0.247924805,0.025024414,0.447143555,3.31,-1.45,1.07,-1.83,4.46,8.53,-0.439133598,-0.01476589,0.028978942,2,Pull
59.4375,-13.6875,-30.6875,-0.831970215,-0.286071777,0.020935059,0.474914551,3.03,-0.55,0.58,-2.34,4.88,8.17,-0.105852078,-0.05541622,0.150942237,2,Pull
61.1875,-13.6875,-31.5,-0.822875977,-0.291809082,0.028564453,0.486694336,2.08,-0.2,0.66,-2.29,4.98,8.12,0.152210687,-0.089738128,0.205297785,2,Pull
59.3125,-9.75,-30,-0.836547852,-0.266052246,0.049987793,0.476318359,2.43,-0.55,0.75,-1.59,4.79,8.4,0.333800339,-0.108989056,0.255686645,2,Pull
56.3125,-3.9375,-26.375,-0.857666016,-0.217773438,0.07635498,0.459533691,2.42,-0.88,0.62,-0.55,4.3,8.79,0.563294051,-0.169948936,0.323734639,2,Pull
52.8125,2.5625,-22,-0.878723145,-0.160583496,0.105529785,0.436889648,0.89,0.44,0.35,0.44,3.67,9.08,0.666042284,-0.121715665,0.391219982,2,Pull
51.9375,5.8125,-18.5,-0.886047363,-0.121520996,0.116577148,0.431945801,-0.43,-0.41,-0.82,0.99,3.09,9.25,0.628159214,-0.054761006,0.366158865,2,Pull
53.75,5.4375,-20.3125,-0.87701416,-0.134887695,0.122741699,0.444519043,-3.18,0.49,-2.35,0.93,3.39,9.15,0.40221122,-0.021514404,0.253506798,2,Pull
56.0625,3,-22,-0.865966797,-0.155883789,0.113708496,0.461364746,-3.67,0.55,-0.48,0.52,3.67,9.07,0.047623938,0.090128323,0.135231604,2,Pull
57.8125,1.25,-22.5625,-0.858337402,-0.166015625,0.104858398,0.473999023,-1.12,-0.44,-0.41,0.22,3.77,9.05,-0.176483026,0.121219791,0.062455509,2,Pull
58.3125,-0.5625,-22.3125,-0.856689453,-0.171569824,0.090026855,0.478088379,-1.1,-0.04,0.62,-0.09,3.72,9.07,-0.238611476,0.107004105,0.03646378,2,Pull
58.0625,-2.1875,-21.5625,-0.858703613,-0.173217773,0.073669434,0.476623535,-0.47,0.1,0.34,-0.37,3.6,9.11,-0.29524126,0.110247156,0.079903326,0,Relax
58,-2.875,-20.9375,-0.859619141,-0.17175293,0.065551758,0.476745605,-0.33,-0.03,0.35,-0.5,3.5,9.14,-0.306075902,0.104121507,0.112417604,0,Relax
58.9375,-2.625,-20.75,-0.856018066,-0.168762207,0.068115234,0.483825684,-0.35,-0.01,0,-0.45,3.47,9.15,-0.307304734,0.083307138,0.120798641,0,Relax
60.125,-2.5625,-20.5,-0.851196289,-0.165771484,0.069274902,0.493164063,-0.3,0.07,-0.18,-0.44,3.43,9.17,-0.309047982,0.088411157,0.107496558,0,Relax
61.125,-2.4375,-20.4375,-0.847106934,-0.16418457,0.071350098,0.500427246,-0.11,0.17,-0.36,-0.42,3.42,9.17,-0.305752614,0.106103578,0.072786709,0,Relax
62.1875,-2.4375,-20.75,-0.841796875,-0.165893555,0.074401855,0.508239746,-0.04,-0.15,-0.37,-0.42,3.48,9.15,-0.296375225,0.110222805,0.041897841,0,Relax
63.75,-2.6875,-22.4375,-0.832519531,-0.178100586,0.08215332,0.518188477,-0.2,-0.01,-0.09,-0.46,3.74,9.05,-0.301007685,0.114541325,0.030767521,0,Relax
64.5625,-3.125,-22.375,-0.828857422,-0.178833008,0.080078125,0.524047852,-0.38,-0.05,-0.09,-0.53,3.73,9.05,-0.289772998,0.100083506,0.043648445,0,Relax
65,-2.9375,-22.6875,-0.82635498,-0.180175781,0.083679199,0.526916504,-0.25,0.11,-0.1,-0.5,3.78,9.03,-0.290260988,0.115637864,0.018002532,0,Relax
65.0625,-2.8125,-23,-0.825683594,-0.18157959,0.08605957,0.527160645,-0.28,0.28,0.01,-0.48,3.83,9.01,-0.282576032,0.126492861,0.01248158,0,Relax
64.9375,-2.375,-23.25,-0.82598877,-0.18157959,0.090515137,0.525878906,0.07,-0.02,0.01,-0.4,3.87,8.99,-0.269851429,0.120825438,0.011740601,0,Relax
64.75,-2,-23.25,-0.827087402,-0.179748535,0.093017578,0.524414063,-0.19,-0.15,0.12,-0.34,3.87,9,-0.243301971,0.100701492,0.021525717,0,Relax
64.625,-1.5,-23.25,-0.827453613,-0.177734375,0.096801758,0.523742676,-0.06,-0.06,-0.06,-0.25,3.87,9,-0.229004421,0.085478962,0.024416813,0,Relax
64.875,-1,-23.3125,-0.826171875,-0.175048828,0.101196289,0.525878906,-0.07,-0.18,-0.15,-0.16,3.88,9,-0.211884017,0.068931386,0.010139682,0,Relax
65.25,-0.5625,-23.4375,-0.82434082,-0.174194336,0.10546875,0.528198242,-0.15,0.11,-0.17,-0.09,3.91,8.99,-0.200458931,0.065908617,-0.01154633,0,Relax
65.5625,-0.4375,-23.5,-0.822753906,-0.173706055,0.107116699,0.530456543,-0.18,-0.01,-0.02,-0.07,3.91,8.99,-0.190811428,0.065043722,-0.019896057,0,Relax
66.0625,-0.4375,-23.25,-0.820983887,-0.171203613,0.106689453,0.534118652,-0.04,0.09,-0.47,-0.07,3.87,9,-0.191221067,0.063320298,-0.03392762,0,Relax
66.4375,-0.375,-23.1875,-0.819213867,-0.170471191,0.107177734,0.53692627,-0.12,0.04,-0.21,-0.08,3.86,9.01,-0.168339774,0.066648389,-0.066442285,0,Relax
66.5,-0.8125,-23.3125,-0.818725586,-0.173278809,0.104919434,0.53729248,0.04,0.18,0.13,-0.14,3.88,9,-0.147516663,0.07062654,-0.069128125,0,Relax
66.5,-0.9375,-23.625,-0.818481445,-0.17578125,0.105224609,0.536682129,-0.07,0.04,0.17,-0.16,3.93,8.98,-0.136610088,0.067020149,-0.063164673,0,Relax
66.4375,-1.0625,-23.5625,-0.818847656,-0.176025391,0.103881836,0.536376953,-0.08,-0.23,0.15,-0.18,3.91,8.98,-0.129962056,0.050263468,-0.056814251,0,Relax
66.5625,-1.1875,-23.375,-0.81842041,-0.175476074,0.102539063,0.537475586,-0.06,0.01,0.07,-0.2,3.89,8.99,-0.114195297,0.038215762,-0.058183557,0,Relax
66.75,-1.1875,-23.4375,-0.817565918,-0.175598145,0.102905273,0.538696289,-0.02,0.14,0.04,-0.2,3.9,8.99,-0.096720299,0.045210126,-0.063888509,0,Relax
66.8125,-1.0625,-23.4375,-0.817138672,-0.175415039,0.103820801,0.53918457,-0.09,-0.05,0,-0.19,3.9,8.99,-0.081441876,0.048001448,-0.058758086,0,Relax
66.875,-0.8125,-23.5,-0.816894531,-0.174194336,0.106201172,0.539489746,-0.03,-0.06,-0.06,-0.14,3.91,8.99,-0.070943712,0.04005546,-0.062167724,0,Relax
67,-0.5,-23.75,-0.815795898,-0.174560547,0.109619141,0.540344238,0.07,-0.07,-0.14,-0.09,3.95,8.97,-0.052980187,0.033700475,-0.075653276,0,Relax
66.75,-0.5625,-23.875,-0.816772461,-0.175598145,0.10949707,0.538574219,-0.04,1.64,-0.77,-0.1,3.96,8.96,-0.032114922,0.090288805,-0.111140243,7,DragLeft
58.8125,-0.375,-21.3125,-0.856018066,-0.163085938,0.087524414,0.482666016,-4.14,6.88,0.04,-0.07,3.56,9.13,-0.182663205,0.543699142,-0.184317005,7,DragLeft
34.25,2.4375,-15.3125,-0.946777344,-0.12097168,0.059814453,0.292175293,-2.24,-1.19,-0.45,0.41,2.58,9.44,-0.514143474,0.881776034,-0.226860456,7,DragLeft
9.9375,3.8125,-11.0625,-0.991027832,-0.093261719,0.041748047,0.086364746,-2.71,-4.8,0.74,0.65,1.88,9.6,-0.64138394,0.489100884,-0.310458741,7,DragLeft
356.125,3.6875,-9.25,-0.995666504,-0.081604004,0.029602051,-0.033630371,-1.38,-2.7,0.05,0.63,1.57,9.65,-0.757037154,0.077556347,-0.241030298,7,DragLeft
352.5625,2.5,-8.375,-0.994995117,-0.07434082,0.017456055,-0.06451416,-1.7,-4.59,-0.05,0.43,1.42,9.69,-0.806256647,-0.259170307,-0.197860756,7,DragLeft
1.0625,-1.0625,-7.9375,-0.997497559,-0.069702148,-0.009155273,0.009399414,-1.99,-5.4,0.74,-0.19,1.36,9.7,-0.954653563,-0.879764829,-0.169945188,7,DragLeft
22.0625,-6.0625,-3.1875,-0.979736328,-0.037597656,-0.047058105,0.191040039,-3.03,-0.57,0.43,-1.04,0.54,9.73,-1.138648445,-1.060191572,-0.074665411,7,DragLeft
45.3125,-6.25,-8.1875,-0.918884277,-0.087158203,-0.023254395,0.384033203,-3.61,3.17,-3.89,-1.07,1.39,9.64,-1.431711274,-0.677454059,-0.095043148,7,DragLeft
61.0625,-4.25,-13.875,-0.854370117,-0.12286377,0.02911377,0.504150391,-0.57,3.58,-1.95,-0.72,2.34,9.49,-1.567825927,-0.195730786,-0.25647078,7,DragLeft
68.4375,-3,-17.9375,-0.816345215,-0.144165039,0.065490723,0.555419922,-0.33,1.88,-0.46,-0.52,3.02,9.31,-1.472821351,0.035241671,-0.343072499,7,DragLeft
71.5,-2.0625,-21.1875,-0.797241211,-0.160095215,0.092773438,0.574584961,0.31,0.81,-0.14,-0.35,3.54,9.13,-1.335817761,0.141891248,-0.3529168,7,DragLeft
71.5625,-1.5625,-22.6875,-0.795715332,-0.168518066,0.103942871,0.572387695,0.67,0.31,0.09,-0.26,3.79,9.03,-1.177559287,0.184781447,-0.349948659,0,Relax
70.25,-1.8125,-22.75,-0.801391602,-0.170959473,0.100524902,0.56427002,0.03,-0.53,0.72,-0.31,3.8,9.03,-1.044151682,0.128654551,-0.285138674,0,Relax
70.1875,-1.625,-22.8125,-0.801879883,-0.170471191,0.101928711,0.563537598,0.04,-0.02,0.25,-0.27,3.81,9.03,-0.949598207,0.084344412,-0.223420668,0,Relax
70.5,-1.1875,-23,-0.799987793,-0.169250488,0.106628418,0.565673828,-0.03,0.16,-0.17,-0.19,3.84,9.02,-0.859574409,0.07326111,-0.206446095,0,Relax
70.8125,-0.6875,-23.25,-0.798095703,-0.16809082,0.11151123,0.567749023,-0.04,0.16,-0.16,-0.11,3.87,9,-0.762850263,0.061717886,-0.20214281,0,Relax
71.1875,-0.375,-23.375,-0.796203613,-0.167175293,0.115112305,0.569946289,0,0.11,-0.12,-0.07,3.89,8.99,-0.670548361,0.049227619,-0.198640521,0,Relax
71.1875,-0.3125,-23.3125,-0.796325684,-0.166259766,0.11529541,0.570007324,-0.12,-0.05,-0.12,-0.05,3.88,9,-0.585750281,0.040583874,-0.188432325,0,Relax
71.25,-0.3125,-23.375,-0.795776367,-0.166748047,0.115783691,0.570495605,0.01,0.09,-0.11,-0.05,3.89,8.99,-0.49312039,0.031570848,-0.182375809,0,Relax
71.25,-0.4375,-23.5625,-0.795532227,-0.168762207,0.115600586,0.5703125,-0.01,0.34,-0.24,-0.08,3.92,8.98,-0.404204216,0.044072802,-0.17497811,0,Relax
70.5625,-0.6875,-23.1875,-0.799316406,-0.167907715,0.111206055,0.566162109,0.19,-0.48,0.11,-0.12,3.86,9.01,-0.33533329,0.026698275,-0.157896029,0,Relax
71.25,-0.5625,-23.375,-0.795898438,-0.168151855,0.113891602,0.570373535,-0.06,-0.06,0.27,-0.1,3.89,8.99,-0.255160786,-0.016502216,-0.11849364,0,Relax
71.875,-0.625,-23.875,-0.791870117,-0.170898438,0.116943359,0.574523926,-0.11,0.12,-0.22,-0.1,3.97,8.96,-0.214728955,-0.001244559,-0.109554783,0,Relax
71.9375,-0.75,-23.875,-0.791442871,-0.17175293,0.116271973,0.574951172,-0.05,-0.12,0.05,-0.13,3.97,8.96,-0.157071188,0.002149782,-0.118179986,0,Relax
71.9375,-0.75,-24.1875,-0.791137695,-0.17376709,0.117614746,0.574584961,0.13,0.2,0,-0.13,4.02,8.94,-0.090602556,0.014149042,-0.110266134,0,Relax
71.8125,-0.875,-24.5,-0.791442871,-0.176513672,0.118041992,0.573181152,0,0.11,0.1,-0.15,4.06,8.92,-0.035115633,0.025212933,-0.097987988,0,Relax
71.375,-0.75,-24.25,-0.793823242,-0.174682617,0.1171875,0.570617676,0.05,-0.22,0.19,-0.13,4.03,8.93,0.014497012,0.021113782,-0.072240982,0,Relax
71,-0.4375,-24.1875,-0.795898438,-0.173034668,0.118164063,0.567993164,-0.07,-0.21,0.08,-0.08,4.01,8.94,0.060581702,0.016540892,-0.057446079,0,Relax
70.8125,-0.25,-24.0625,-0.797058105,-0.171569824,0.119140625,0.566650391,-0.1,-0.16,0,-0.04,4,8.95,0.097044854,0.00447991,-0.050169897,0,Relax
70.6875,0,-24,-0.797729492,-0.169494629,0.120727539,0.565979004,-0.03,0.09,0.06,0,3.99,8.95,0.125673538,0.006832542,-0.038772296,0,Relax
70.4375,0.625,-24.25,-0.798522949,-0.168457031,0.125854492,0.564086914,0.06,0.1,0.04,0.1,4.03,8.93,0.167536967,0.015022361,-0.029884944,0,Relax
70.375,1,-24.375,-0.79876709,-0.167053223,0.129394531,0.563354492,-0.12,-0.02,-0.21,0.18,4.04,8.93,0.204080182,-0.005587422,-0.034151877,0,Relax
70.5,1.0625,-24.375,-0.797912598,-0.166687012,0.130187988,0.564453125,0.04,0.18,-0.08,0.19,4.05,8.92,0.233224014,-0.009175621,-0.040704496,0,Relax
70.4375,1.0625,-24.125,-0.798522949,-0.165283203,0.128967285,0.56427002,0.05,-0.06,0.1,0.19,4.01,8.94,0.258100809,0.006403316,-0.028381409,0,Relax
70.1875,1.25,-24.1875,-0.799743652,-0.165039063,0.130310059,0.562316895,-0.02,-0.46,-0.01,0.22,4.02,8.93,0.296660234,-0.009675484,-0.020770282,0,Relax
70.3125,1.3125,-24.375,-0.798950195,-0.16607666,0.131591797,0.562866211,0,-0.1,0.05,0.22,4.05,8.92,0.324083234,-0.017135438,-0.010780697,0,Relax
70.375,1.25,-24.4375,-0.798339844,-0.166442871,0.131835938,0.563537598,-0.08,0.19,0.14,0.22,4.06,8.92,0.352036892,-0.014117777,0.003620296,0,Relax
70.375,1.5,-24.375,-0.798522949,-0.164794922,0.133239746,0.563415527,0.01,-0.02,0.02,0.26,4.05,8.92,0.377750339,-0.012123437,0.020032407,0,Relax
70.4375,1.8125,-24.5,-0.797973633,-0.164306641,0.136230469,0.563659668,-0.02,-0.06,-0.09,0.31,4.07,8.91,0.407514067,-0.016357036,0.016632201,0,Relax
70.5,1.875,-24.75,-0.797180176,-0.165344238,0.138183594,0.563964844,-0.05,0.04,-0.13,0.33,4.11,8.89,0.424883893,-0.020919164,0.013904801,0,Relax
70.75,1.875,-24.875,-0.796020508,-0.16607666,0.138793945,0.565246582,0,-0.03,-0.02,0.32,4.13,8.88,0.441839026,-0.026120142,0.019058788,0,Relax
71,1.8125,-25,-0.794616699,-0.166442871,0.139282227,0.567016602,0.02,0.09,-0.06,0.31,4.14,8.88,0.461757785,-0.021271355,0.021512781,0,Relax
71.0625,1.8125,-25,-0.794006348,-0.166870117,0.139465332,0.567687988,0.1,0.16,-0.04,0.31,4.15,8.87,0.487907059,-0.005989716,0.021672648,0,Relax
70.9375,1.875,-25.0625,-0.794616699,-0.166992188,0.140014648,0.566650391,0.04,0.04,0.01,0.32,4.15,8.87,0.513276892,0.00247769,0.025621758,0,Relax
